global_post_id,sample_group,source_dataset,fortune_rank,company_name,official_x_handle,source_x_handle,source_x_url,tweet_id,tweet_url,created_at,text,reply_count,repost_count,like_count,quote_count,view_count_available,media_present,media_type,account_role,account_index,collection_method,max_posts_cap,source_folder,is_duplicate_removed,is_empty_text,is_retweet,is_reply,is_quote,language_hint,classification_status
fortune_top100_ranked::2047376561205325845,fortune_top100_ranked,fortune_x_2025_ranked,16,Nvidia,@nvidia,@nvidia,https://x.com/nvidia,2047376561205325845,https://x.com/nvidia/status/2047376561205325845,Thu Apr 23 18:06:25 +0000 2026,"Introducing GPT-5.5

A new class of intelligence for real work and powering agents, built to understand complex goals, use tools, check its work, and carry more tasks through to completion. It marks a new way of getting computer work done.

Now available in ChatGPT and Codex. https://t.co/rPLTk99ZH5",2485,6887,51543,3394,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/016_nvidia/accounts/01_primary_nvidia,true,false,false,false,false,en,pending
fortune_top100_ranked::1978146592906416203,fortune_top100_ranked,fortune_x_2025_ranked,70,Broadcom,@broadcom,@broadcom,https://x.com/broadcom,1978146592906416203,https://x.com/broadcom/status/1978146592906416203,Tue Oct 14 17:11:14 +0000 2025,"Our brand new Thor Ultra is yet another AI Networking breakthrough: Industry's first 800G Ethernet NIC. Thor Ultra is engineered to deliver Advanced RDMA for large-scale AI Data Centers with over 100,000 XPUs.

Learn more: https://t.co/eAurf1QMtB https://t.co/mpDamMRDKU",3,5,24,1,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/070_broadcom/accounts/01_primary_broadcom,true,false,false,false,false,en,pending
fortune_top100_ranked::1507768154574970881,fortune_top100_ranked,fortune_x_2025_ranked,52,Lowe's,@lowes,@lowes,https://x.com/lowes,1507768154574970881,https://x.com/lowes/status/1507768154574970881,Sat Mar 26 17:15:15 +0000 2022,"Third time’s the charm, right? Partnered with @hgtv see the impact on deserving lives in an all-new episode of Build It Forward tonight at 6|5c or stream on Discovery+. https://t.co/gH8KGFyuSP",14,2,20,0,false,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/052_lowe_s/accounts/01_primary_lowes,true,false,false,false,false,mixed,pending
fortune_top100_ranked::1443300430222667781,fortune_top100_ranked,fortune_x_2025_ranked,23,General Motors,@GM,@GM,https://x.com/GM,1443300430222667781,https://x.com/GM/status/1443300430222667781,Wed Sep 29 19:43:32 +0000 2021,"Ultifi, our latest software platform, will help enable seamless, over-the-air delivery of software-defined features, apps &amp; services, while also empowering customers to fully integrate their vehicles into the rest of their digital ecosystem. Learn more: https://t.co/hum1KMwW4B https://t.co/225zKaq7AO",10,16,69,1,false,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/023_general_motors/accounts/01_primary_gm,true,false,false,false,false,en,pending
fortune_top100_ranked::1454107723650543627,fortune_top100_ranked,fortune_x_2025_ranked,9,Exxon Mobil,@exxonmobil,@exxonmobil,https://x.com/exxonmobil,1454107723650543627,https://x.com/exxonmobil/status/1454107723650543627,Fri Oct 29 15:27:51 +0000 2021,"RT @CNBC: ""The steps that we took in 2018, 2019 and through the pandemic — cutting our costs, becoming more capital efficient, reorganizing…",0,10,0,0,false,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/009_exxon_mobil/accounts/01_primary_exxonmobil,true,false,true,false,false,mixed,pending
fortune_top100_ranked::1058373342921666560,fortune_top100_ranked,fortune_x_2025_ranked,76,Galaxy Digital,@galaxydigital,@galaxydigital,https://x.com/galaxydigital,1058373342921666560,https://x.com/galaxydigital/status/1058373342921666560,Fri Nov 02 15:00:43 +0000 2018,The latest The #Nonprofit Report! https://t.co/DQhnVYV1yM Thanks to @GalaxyDigital @MasseyConsultin @TopNonprofits #nonprofit #job,0,1,3,0,false,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/076_galaxy_digital/accounts/01_primary_galaxydigital,true,false,false,false,false,en,pending
fortune_top100_ranked::1534545836666982401,fortune_top100_ranked,fortune_x_2025_ranked,23,General Motors,@GM,@GM,https://x.com/GM,1534545836666982401,https://x.com/GM/status/1534545836666982401,Wed Jun 08 14:40:12 +0000 2022,"Did you get it right?

Learn more about the 2024 @Chevrolet Silverado EV at https://t.co/kvaWi9jp2W https://t.co/2cRvbwRz10",3,4,34,1,false,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/023_general_motors/accounts/01_primary_gm,true,false,false,false,false,en,pending
fortune_top100_ranked::1971199251372806379,fortune_top100_ranked,fortune_x_2025_ranked,71,Delta Air Lines,@Delta,@Delta,https://x.com/Delta,1971199251372806379,https://x.com/Delta/status/1971199251372806379,Thu Sep 25 13:04:59 +0000 2025,"Some of your fave @youtube creators are on their way to a seatback screen near you, and they're coming with an exclusive offer for SkyMiles Members who log in to fast, free Delta Sync Wi-Fi on their next flight. https://t.co/tl8jZqzK2w",198,35,125,13,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/071_delta_air_lines/accounts/01_primary_delta,true,false,false,false,false,en,pending
fortune_top100_ranked::1390362744449380352,fortune_top100_ranked,fortune_x_2025_ranked,68,Merck,@merck,@merck,https://x.com/merck,1390362744449380352,https://x.com/merck/status/1390362744449380352,Thu May 06 17:48:04 +0000 2021,"Congratulations to Dr. Fiona Marshall on being recognized by the Royal Society as one of the newest Fellows and joining the ranks of Stephen Hawking, Isaac Newton, and Albert Einstein. Learn more here: https://t.co/Wiri25PpM7 https://t.co/hpxUo4vjeA",1,6,47,1,false,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/068_merck/accounts/01_primary_merck,true,false,false,false,false,en,pending
fortune_top100_ranked::1967683312748728346,fortune_top100_ranked,fortune_x_2025_ranked,83,Cisco Systems,@Cisco,@Cisco,https://x.com/Cisco,1967683312748728346,https://x.com/Cisco/status/1967683312748728346,Mon Sep 15 20:13:54 +0000 2025,RT @Webex: We are thrilled that IDC MarketScape has positioned Cisco as a Leader in the market. Several strengths called out in the report…,0,7,0,0,false,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/083_cisco_systems/accounts/01_primary_cisco,true,false,true,false,false,mixed,pending
benchmark_aggressive_wendys::1224794757559455746,benchmark_aggressive_wendys,wendys_existing_collection,benchmark,Wendy's,@Wendys,@Wendys,https://x.com/Wendys/status/1224794757559455746,1224794757559455746,https://x.com/Wendys/status/1224794757559455746,Tue Feb 04 20:40:00 +0000 2020,When they ask what your weaknesses are during the interview.,202,433,10360,14,false,unknown,,primary,1,legacy_json_import,0,data/wendys,true,false,false,false,false,en,pending
fortune_top100_ranked::2027066130603421746,fortune_top100_ranked,fortune_x_2025_ranked,26,Fannie Mae,@fanniemae,@fanniemae,https://x.com/fanniemae,2027066130603421746,https://x.com/fanniemae/status/2027066130603421746,Thu Feb 26 17:00:01 +0000 2026,"Affordability plus modern features — today’s manufactured homes are built for the life you’ll build. And with Manufactured Home Advantage, borrowers can get a mortgage loan for as little as 3% down. https://t.co/cDZY0CXbYB https://t.co/7IoA5MijFv",0,1,3,0,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/026_fannie_mae/accounts/01_primary_fanniemae,true,false,false,false,false,mixed,pending
benchmark_aggressive_wendys::1253708482882265088,benchmark_aggressive_wendys,wendys_existing_collection,benchmark,Wendy's,@Wendys,@Wendys,https://x.com/Wendys/status/1253708482882265088,1253708482882265088,https://x.com/Wendys/status/1253708482882265088,Fri Apr 24 15:32:49 +0000 2020,We could all use a GroupNug. Come to the Wendy’s drive-thru today and get your free 4pc. nuggets! https://t.co/nCRGbFk4AO,274,234,1609,95,false,unknown,,primary,1,legacy_json_import,0,data/wendys,true,false,false,false,false,en,pending
fortune_top100_ranked::1945148809543123446,fortune_top100_ranked,fortune_x_2025_ranked,24,Citigroup,@Citi,@Citi,https://x.com/Citi,1945148809543123446,https://x.com/Citi/status/1945148809543123446,Tue Jul 15 15:49:49 +0000 2025,"“We remain committed to repurchasing shares each quarter under our $20 billion share repurchase program and expect to buy back at least $4 billion this quarter.” – Mark Mason, CFO

More information: https://t.co/xQqQ1T6TtB",7,5,19,0,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/024_citigroup/accounts/01_primary_citi,true,false,false,false,false,mixed,pending
fortune_top100_ranked::1783532422430065141,fortune_top100_ranked,fortune_x_2025_ranked,81,United Airlines Holdings,@united,@united,https://x.com/united,1783532422430065141,https://x.com/united/status/1783532422430065141,Thu Apr 25 16:24:00 +0000 2024,"We're giving you the shirt off our backs. Actually, off @Wrexham_AFC's back.

Head over to @united on Instagram to enter for a chance to win a Wrexham jersey! #WXMafc https://t.co/m8WXEklOom",31,56,340,7,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/081_united_airlines_holdings/accounts/01_primary_united,true,false,false,false,false,en,pending
fortune_top100_ranked::1580916632138178562,fortune_top100_ranked,fortune_x_2025_ranked,54,Procter & Gamble,@ProcterGamble,@ProcterGamble,https://x.com/ProcterGamble,1580916632138178562,https://x.com/ProcterGamble/status/1580916632138178562,Fri Oct 14 13:41:11 +0000 2022,RT @tide: Tide Loads of Hope is here to help. Tide Loads of Hope mobile laundry services will now be at the Walmart Supercenter 2931 S McCa…,0,86,0,0,false,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/054_procter_gamble/accounts/01_primary_proctergamble,true,false,true,false,false,mixed,pending
benchmark_self_defeating_moonpie::896924841592279040,benchmark_self_defeating_moonpie,moonpie_existing_collection,benchmark,MoonPie,@MoonPie,@MoonPie,https://x.com/MoonPie/status/896924841592279040,896924841592279040,https://x.com/MoonPie/status/896924841592279040,Mon Aug 14 02:42:00 +0000 2017,What do I have to do for a life time supply of chocolate moon pies???? @MoonPie,0,0,0,0,false,unknown,,primary,1,legacy_json_import,0,data/moonpie,true,false,false,false,false,en,pending
benchmark_self_defeating_moonpie::882951284831252481,benchmark_self_defeating_moonpie,moonpie_existing_collection,benchmark,MoonPie,@MoonPie,@MoonPie,https://x.com/MoonPie/status/882951284831252481,882951284831252481,https://x.com/MoonPie/status/882951284831252481,Thu Jul 06 13:16:05 +0000 2017,"Reasons to yell ""IT'S MOONPIE TIME""

3⃣ It is time to eat a MoonPie
2⃣ You've thrown a MoonPie at a clock
1⃣ You're morphing into a MoonPie",1,8,48,0,false,unknown,,primary,1,legacy_json_import,0,data/moonpie,true,false,false,false,false,en,pending
benchmark_aggressive_wendys::1205531387975090177,benchmark_aggressive_wendys,wendys_existing_collection,benchmark,Wendy's,@Wendys,@Wendys,https://x.com/Wendys/status/1205531387975090177,1205531387975090177,https://x.com/Wendys/status/1205531387975090177,Fri Dec 13 16:54:15 +0000 2019,Wendy’s cups should be square but no one wants to poke that tiger,15,184,1865,4,false,unknown,,primary,1,legacy_json_import,0,data/wendys,true,false,false,false,false,en,pending
benchmark_aggressive_wendys::1376979649578872837,benchmark_aggressive_wendys,wendys_existing_collection,benchmark,Wendy's,@Wendys,@Wendys,https://x.com/Wendys/status/1376979649578872837,1376979649578872837,https://x.com/Wendys/status/1376979649578872837,Tue Mar 30 19:28:26 +0000 2021,What’s better than Wendy’s Honey Butter Chicken Biscuit? Wendy’s  $1.99 Honey Butter Chicken Biscuit. Get yours today! https://t.co/0xe5ukedCm,230,145,2335,310,false,unknown,,primary,1,legacy_json_import,0,data/wendys,true,false,false,false,false,en,pending
benchmark_self_defeating_moonpie::2052811071883182335,benchmark_self_defeating_moonpie,moonpie_existing_collection,benchmark,MoonPie,@MoonPie,@MoonPie,https://x.com/MoonPie/status/2052811071883182335,2052811071883182335,https://x.com/MoonPie/status/2052811071883182335,Fri May 08 18:01:13 +0000 2026,I told you all,4,6,84,0,true,unknown,,primary,1,legacy_json_import,0,data/moonpie,true,false,false,false,false,en,pending
benchmark_self_defeating_moonpie::1156722305923502082,benchmark_self_defeating_moonpie,moonpie_existing_collection,benchmark,MoonPie,@MoonPie,@MoonPie,https://x.com/MoonPie/status/1156722305923502082,1156722305923502082,https://x.com/MoonPie/status/1156722305923502082,Thu Aug 01 00:24:23 +0000 2019,"My followers:

Me:",51,345,5314,2,false,unknown,,primary,1,legacy_json_import,0,data/moonpie,true,false,false,false,false,en,pending
fortune_top100_ranked::2027445227922067868,fortune_top100_ranked,fortune_x_2025_ranked,1,Amazon,@amazon,@amazon,https://x.com/amazon,2027445227922067868,https://x.com/amazon/status/2027445227922067868,Fri Feb 27 18:06:25 +0000 2026,https://t.co/VMNcBxcPZc,49,60,310,8,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/001_amazon/accounts/01_primary_amazon,true,false,false,false,false,en,pending
benchmark_self_defeating_moonpie::960315512621289472,benchmark_self_defeating_moonpie,moonpie_existing_collection,benchmark,MoonPie,@MoonPie,@MoonPie,https://x.com/MoonPie/status/960315512621289472,960315512621289472,https://x.com/MoonPie/status/960315512621289472,Mon Feb 05 00:53:54 +0000 2018,"Time for the next MoonPie commercial and it's called ""The One With The Bees"" #TheBigThing https://t.co/kFnro0RBSI",41,188,1407,0,false,unknown,,primary,1,legacy_json_import,0,data/moonpie,true,false,false,false,false,en,pending
benchmark_aggressive_wendys::1352663870469500930,benchmark_aggressive_wendys,wendys_existing_collection,benchmark,Wendy's,@Wendys,@Wendys,https://x.com/Wendys/status/1352663870469500930,1352663870469500930,https://x.com/Wendys/status/1352663870469500930,Fri Jan 22 17:06:12 +0000 2021,https://t.co/gTk92jCiXY,334,102,4495,21,false,unknown,,primary,1,legacy_json_import,0,data/wendys,true,false,false,false,false,zxx,pending
fortune_top100_ranked::1476594087461535751,fortune_top100_ranked,fortune_x_2025_ranked,42,Target,@target,@target,https://x.com/target,1476594087461535751,https://x.com/target/status/1476594087461535751,Thu Dec 30 16:40:38 +0000 2021,What is everyone hoping for in 2022? Share some resolutions for the new year with us!,125,13,169,7,false,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/042_target/accounts/01_primary_target,true,false,false,false,false,en,pending
benchmark_self_defeating_moonpie::948730352922656769,benchmark_self_defeating_moonpie,moonpie_existing_collection,benchmark,MoonPie,@MoonPie,@MoonPie,https://x.com/MoonPie/status/948730352922656769,948730352922656769,https://x.com/MoonPie/status/948730352922656769,Thu Jan 04 01:38:37 +0000 2018,Sometimes the 1st bite of MoonPie is the best bite other times it may be the 2nd bite anyway Linda if you’re listening I’m sorry please tell me what I did wrong,275,3816,18932,0,false,unknown,,primary,1,legacy_json_import,0,data/moonpie,true,false,false,false,false,en,pending
benchmark_aggressive_wendys::1369742953468604420,benchmark_aggressive_wendys,wendys_existing_collection,benchmark,Wendy's,@Wendys,@Wendys,https://x.com/Wendys/status/1369742953468604420,1369742953468604420,https://x.com/Wendys/status/1369742953468604420,Wed Mar 10 20:12:23 +0000 2021,It’s Biscuitball time! Get your FREE Honey Butter Chicken Biscuit N-N-N-NOOOOW. https://t.co/VUOxg9hz3r,40,61,501,28,false,unknown,,primary,1,legacy_json_import,0,data/wendys,true,false,false,false,false,en,pending
fortune_top100_ranked::1599788185055272962,fortune_top100_ranked,fortune_x_2025_ranked,12,JPMorgan Chase,@jpmorgan,@jpmorgan,https://x.com/jpmorgan,1599788185055272962,https://x.com/jpmorgan/status/1599788185055272962,Mon Dec 05 15:30:00 +0000 2022,"Through the rise of digitization, gig workers are enhancing many shopping experiences. Learn how payments can help to attract and retain these workers.",6,9,16,0,false,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/012_jpmorgan_chase/accounts/01_primary_jpmorgan,true,false,false,false,false,en,pending
benchmark_self_defeating_moonpie::960319585500229633,benchmark_self_defeating_moonpie,moonpie_existing_collection,benchmark,MoonPie,@MoonPie,@MoonPie,https://x.com/MoonPie/status/960319585500229633,960319585500229633,https://x.com/MoonPie/status/960319585500229633,Mon Feb 05 01:10:05 +0000 2018,"Alright here is the last MoonPie commercial it's titled ""Space""  #TheBigThing https://t.co/ELz0SPebWj",81,396,3100,0,false,unknown,,primary,1,legacy_json_import,0,data/moonpie,true,false,false,false,false,en,pending
fortune_top100_ranked::1575541061820321792,fortune_top100_ranked,fortune_x_2025_ranked,74,TD Synnex,@tdsynnex,@tdsynnex,https://x.com/tdsynnex,1575541061820321792,https://x.com/tdsynnex/status/1575541061820321792,Thu Sep 29 17:40:35 +0000 2022,We will continue to monitor and provide updates on our plans to support those in need and help rebuild impacted areas.,0,0,1,0,false,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/074_td_synnex/accounts/01_primary_tdsynnex,true,false,false,false,false,en,pending
benchmark_aggressive_wendys::1205940606079504384,benchmark_aggressive_wendys,wendys_existing_collection,benchmark,Wendy's,@Wendys,@Wendys,https://x.com/Wendys/status/1205940606079504384,1205940606079504384,https://x.com/Wendys/status/1205940606079504384,Sat Dec 14 20:00:20 +0000 2019,Pigtail pro-tip: Always carry a spare. @wendys #ad https://t.co/HqSiLzYmbb,46,1149,10362,41,false,unknown,,primary,1,legacy_json_import,0,data/wendys,true,false,false,false,false,en,pending
benchmark_self_defeating_moonpie::899613483565809666,benchmark_self_defeating_moonpie,moonpie_existing_collection,benchmark,MoonPie,@MoonPie,@MoonPie,https://x.com/MoonPie/status/899613483565809666,899613483565809666,https://x.com/MoonPie/status/899613483565809666,Mon Aug 21 12:45:43 +0000 2017,🎶iiiiiiiiii wanna soak up the moooooon 🎶 @SherylCrow https://t.co/6mexB0kUAp,0,47,462,0,false,unknown,,primary,1,legacy_json_import,0,data/moonpie,true,false,false,false,false,en,pending
fortune_top100_ranked::2008687826611609637,fortune_top100_ranked,fortune_x_2025_ranked,88,Intel,@intel,@intel,https://x.com/intel,2008687826611609637,https://x.com/intel/status/2008687826611609637,Tue Jan 06 23:51:12 +0000 2026,"Meet the new #IntelCoreUltra Series 3—with new E-cores and P-cores, a massive GPU, and a highly efficient NPU built into a smaller area. See it at #CES2026 https://t.co/Wnv35sewOK",25,72,371,2,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/088_intel/accounts/01_primary_intel,true,false,false,false,false,mixed,pending
fortune_top100_ranked::1193898679922577408,fortune_top100_ranked,fortune_x_2025_ranked,95,Liberty Mutual Insurance Group,@LibertyMutual,@LibertyMutual,https://x.com/LibertyMutual,1193898679922577408,https://x.com/LibertyMutual/status/1193898679922577408,Mon Nov 11 14:30:01 +0000 2019,We thank all of those who have bravely served our country on this #VeteransDay. https://t.co/qC4lpRSZtQ,33,6,24,0,false,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/095_liberty_mutual_insurance_group/accounts/01_primary_libertymutual,true,false,false,false,false,en,pending
fortune_top100_ranked::1528815566613528576,fortune_top100_ranked,fortune_x_2025_ranked,46,PepsiCo,@pepsico,@pepsico,https://x.com/pepsico,1528815566613528576,https://x.com/pepsico/status/1528815566613528576,Mon May 23 19:10:09 +0000 2022,Thank you @3BLMedia for naming us number 2 on your annual 100 Best Corporate Citizens list. Transparency and performance are key to delivering our pep+ agenda and we’re honored to be recognized: https://t.co/t4HSDMH3Qz. #100BestCC https://t.co/vIvfXWq11r,2,2,13,2,false,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/046_pepsico/accounts/01_primary_pepsico,true,false,false,false,false,mixed,pending
fortune_top100_ranked::2064033467231240566,fortune_top100_ranked,fortune_x_2025_ranked,48,UPS,@ups,@ups,https://x.com/ups,2064033467231240566,https://x.com/ups/status/2064033467231240566,Mon Jun 08 17:15:01 +0000 2026,"Need the easy button for logistics? We’re on it. 🤜🤛

We’re investing $50M in our network and adding a new time-definite heavy air freight service to and from Mexico to help automotive and industrial customers move faster, simplify cross-border shipping and keep production on track.
https://t.co/83X91erHFr",18,2,10,0,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/048_ups/accounts/01_primary_ups,true,false,false,false,false,mixed,pending
benchmark_aggressive_wendys::1199004204276363269,benchmark_aggressive_wendys,wendys_existing_collection,benchmark,Wendy's,@Wendys,@Wendys,https://x.com/Wendys/status/1199004204276363269,1199004204276363269,https://x.com/Wendys/status/1199004204276363269,Mon Nov 25 16:37:33 +0000 2019,RT @abjxctshit: We Beefin? EP by @Wendys https://t.co/15BkHFiM8K,0,172,0,0,false,unknown,,primary,1,legacy_json_import,0,data/wendys,true,false,true,false,false,en,pending
benchmark_self_defeating_moonpie::1179546123326967808,benchmark_self_defeating_moonpie,moonpie_existing_collection,benchmark,MoonPie,@MoonPie,@MoonPie,https://x.com/MoonPie/status/1179546123326967808,1179546123326967808,https://x.com/MoonPie/status/1179546123326967808,Wed Oct 02 23:58:05 +0000 2019,Look brian i just write the tweets,157,9607,121770,137,false,unknown,,primary,1,legacy_json_import,0,data/moonpie,true,false,false,false,false,en,pending
fortune_top100_ranked::1953200520107311359,fortune_top100_ranked,fortune_x_2025_ranked,86,American Airlines Group,@AmericanAir,@AmericanAir,https://x.com/AmericanAir,1953200520107311359,https://x.com/AmericanAir/status/1953200520107311359,Wed Aug 06 21:04:27 +0000 2025,Think you know our next move? Let the guessing games begin 🤫 https://t.co/vsCaaEtgNg,215,29,197,8,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/086_american_airlines_group/accounts/01_primary_americanair,true,false,false,false,false,mixed,pending
fortune_top100_ranked::1884798791854747869,fortune_top100_ranked,fortune_x_2025_ranked,86,American Airlines Group,@AmericanAir,@AmericanAir,https://x.com/AmericanAir,1884798791854747869,https://x.com/AmericanAir/status/1884798791854747869,Thu Jan 30 03:00:24 +0000 2025,"We’re aware of reports that American Eagle flight 5342, operated by PSA, with service from Wichita, Kansas (ICT) to Washington Reagan National Airport (DCA) has been involved in an incident. We will provide information as it becomes available.",1208,5629,40309,1004,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/086_american_airlines_group/accounts/01_primary_americanair,true,false,false,false,false,mixed,pending
fortune_top100_ranked::1965780517275729973,fortune_top100_ranked,fortune_x_2025_ranked,49,RTX,@RTX_News,@RTX_News,https://x.com/RTX_News,1965780517275729973,https://x.com/RTX_News/status/1965780517275729973,Wed Sep 10 14:12:52 +0000 2025,"👁️ Keeping NATO’s Eyes in the Sky!

We have awarded a new contract to @prattandwhitney @RTX_News  to ensure long-term support for the TF33 engines powering @NATO 's #AWACS fleet.

🔗 https://t.co/MYUGwxXEcX https://t.co/IZ6ULaJveo",38,6,20,1,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/049_rtx/accounts/01_primary_rtx_news,true,false,false,false,false,mixed,pending
benchmark_aggressive_wendys::1406015436915945475,benchmark_aggressive_wendys,wendys_existing_collection,benchmark,Wendy's,@Wendys,@Wendys,https://x.com/Wendys/status/1406015436915945475,1406015436915945475,https://x.com/Wendys/status/1406015436915945475,Fri Jun 18 22:26:17 +0000 2021,"Sir, this is a Morty’s. https://t.co/u7B1GLMGLL",1367,8848,101821,1829,false,unknown,,primary,1,legacy_json_import,0,data/wendys,true,false,false,false,false,en,pending
fortune_top100_ranked::1704163452569239986,fortune_top100_ranked,fortune_x_2025_ranked,34,Humana,@humana,@humana,https://x.com/humana,1704163452569239986,https://x.com/humana/status/1704163452569239986,Tue Sep 19 16:00:03 +0000 2023,Learn more about our caring culture where we strive for every employee to feel like they belong → https://t.co/eIQjqtg8Yr https://t.co/W7E6bgh6Pk,0,0,1,0,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/034_humana/accounts/01_primary_humana,true,false,false,false,false,mixed,pending
fortune_top100_ranked::1656359102505791488,fortune_top100_ranked,fortune_x_2025_ranked,10,Cencora,@CencoraGlobal,@CencoraGlobal,https://x.com/CencoraGlobal,1656359102505791488,https://x.com/CencoraGlobal/status/1656359102505791488,Wed May 10 18:02:38 +0000 2023,"With cell and gene therapy constantly evolving, developers must be cautious about the rewards &amp; risks when entering the market. 

Lung-I Cheng, VP of Cell &amp; Gene Therapy Commercial Solutions, highlights this evolving product's challenges and opportunities. https://t.co/r57Rg46uHW https://t.co/vy5tfr1zx4",0,0,0,1,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/010_cencora/accounts/01_primary_cencoraglobal,true,false,false,false,false,en,pending
fortune_top100_ranked::1394722461447507973,fortune_top100_ranked,fortune_x_2025_ranked,57,Albertsons,@albertsons,@albertsons,https://x.com/albertsons,1394722461447507973,https://x.com/albertsons/status/1394722461447507973,Tue May 18 18:32:02 +0000 2021,"For #AAPIHeritageMonth, Ruby Souliyalaovong, one of our Assistant Store Directors, shared: “As a member of the Diversity &amp; Inclusion Council, I'm inspired to help not just Asian American and Pacific Islanders, but all people in the hopes all will be united and treated equally.” https://t.co/2CQ2h6I3Jx",3,1,5,0,false,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/057_albertsons/accounts/01_primary_albertsons,true,false,false,false,false,mixed,pending
benchmark_aggressive_wendys::1681758534982148097,benchmark_aggressive_wendys,wendys_existing_collection,benchmark,Wendy's,@Wendys,@Wendys,https://x.com/Wendys/status/1681758534982148097,1681758534982148097,https://x.com/Wendys/status/1681758534982148097,Wed Jul 19 20:10:54 +0000 2023,F*dge it. 27 minutes of food footage https://t.co/sgKlje7vmI,207,153,1274,25,true,unknown,,primary,1,legacy_json_import,0,data/wendys,true,false,false,false,false,en,pending
fortune_top100_ranked::1654528804281552896,fortune_top100_ranked,fortune_x_2025_ranked,75,ConocoPhillips,@conocophillips,@conocophillips,https://x.com/conocophillips,1654528804281552896,https://x.com/conocophillips/status/1654528804281552896,Fri May 05 16:49:41 +0000 2023,"The team at @conocophillips + registered volunteers are out beautifying #yyc this weekend for the 56th annual Pathway and River Cleanup. #yyccleans

👋🏼 Be sure to give them a wave if you see them! 

➡️ https://t.co/PAiMbdZyxK https://t.co/gF0IeHhXP7",2,5,16,0,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/075_conocophillips/accounts/01_primary_conocophillips,true,false,false,false,false,mixed,pending
fortune_top100_ranked::1650963302304870422,fortune_top100_ranked,fortune_x_2025_ranked,15,Cardinal Health,@cardinalhealth,@cardinalhealth,https://x.com/cardinalhealth,1650963302304870422,https://x.com/cardinalhealth/status/1650963302304870422,Tue Apr 25 20:41:39 +0000 2023,"In Grove City, Ohio we celebrated the opening of our 10th distribution center for our at-Home Solutions business. This is the second at-Home distribution center in Ohio. This will bring 200 jobs to the area. Thank you Lt. Governor @JonHusted for celebrating this major milestone. https://t.co/TgA3dlr6sA",0,5,12,1,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/015_cardinal_health/accounts/01_primary_cardinalhealth,true,false,false,false,false,en,pending
fortune_top100_ranked::2000974202459865486,fortune_top100_ranked,fortune_x_2025_ranked,49,RTX,@RTX_News,@RTX_News,https://x.com/RTX_News,2000974202459865486,https://x.com/RTX_News/status/2000974202459865486,Tue Dec 16 17:00:00 +0000 2025,"📰 #NEWS: Raytheon completed analysis, design, manufacture and test of its ERAP warhead in just six months – a key milestone toward delivering this revolutionary projectile to the @USArmy. 

Learn more: https://t.co/QWutKL9T2S https://t.co/ECXTnLIAXm",2,21,178,0,true,false,,primary,1,capped browser-based collection of observable public posts,0,data/raw/fortune_x_2025_ranked/049_rtx/accounts/01_primary_rtx_news,true,false,false,false,false,mixed,pending
