candidate_id,sampling_stratum,fortune_rank,company_name,assigned_coder,text,presence_code,humor_label
C00611,classifier_disagreement,90,Ingram Micro Holding,coder2,"Our Montreal Canada Team had the privilege of volunteering at Moisson Montreal Food Bank, where our amazing associates helped sort, stack, and prepare food donations to be sent to those in need. 🍎🥫 Huge thanks to everyone who participated! 👏 #IngramMicro #ingrammicroesg https://t.co/358MesHZek",0,0
C00287,random_fortune_sample,58,Archer Daniels Midland,coder2,The perfect summer movie has landed! See #TopGun: Maverick on the biggest screen possible - NOW PLAYING in theatres everywhere. https://t.co/kftuKOfDre https://t.co/uTOEwMOSwW,1,1
C00349,random_fortune_sample,100,Massachusetts Mutual Life,coder2,It doesn’t get more awkward than a family member asking for a loan. Here’s what experts say about how to respond. https://t.co/G8pCEmlGEI https://t.co/BUHBuTJ2Gt,1,1
C00265,firm_balanced_sample,31,StoneX Group,coder2,"Gold Prices Swing Wildly as Momentum Fatigue Triggers Profit Taking. 

https://t.co/tpmNVMFzwi",0,0
C00364,wendys_transfer_aggressive,90,Ingram Micro Holding,coder2,Friday philanthropy time! Congrats to our 4Ingram Micro UK volunteers who completed the Midnight Moo 10 mile walk.🏃‍♀️ They raised just over £700 for @willenhospice and completed it in 3 hours 14 minutes! #ingrammicro #ingrammicroUK https://t.co/gJx28PjOYG,1,1
C01338,random_fortune_sample,5,Alphabet,coder2,"Nano Banana for video is here 🍌🎥

Gemini Omni is our new AI model that makes creating and editing videos as easy as having a conversation.

Here’s how it works ↓ https://t.co/j7NvPK3Uj8",0,0
C01253,type_uncertain,91,General Dynamics,coder2,LISTEN LIVE: General Dynamics CEO Phebe Novakovic to host fourth-quarter and full-year financial results conference call. Register to listen: https://t.co/ied9sk76ci,0,0
C01000,high_engagement_posts,81,United Airlines Holdings,coder2,"We’re officially checking in… and adding 3️⃣ new dots to our map in the Pacific. Please welcome:

Bangkok, Thailand
Ho Chi Minh City, Vietnam
Adelaide, Australia

PLUS, we’re adding a 2nd daily flight from San Francisco to Manila, Philippines.

https://t.co/jFM0b7KMki https://t.co/uuOqboYce8",1,1
C01092,classifier_disagreement,11,Microsoft,coder2,1/ It’s been a busy few weeks – between today’s earnings and some of our recent announcements. Here are a few things I wanted to highlight:,1,1
C00958,full_chain_aggressive,1,Amazon,coder2,"Amazon pre-pays for their hourly employees’ college tuition?! Why yes, yes we do. 🙌

Amazon employees, like Haileigh, Megan, Samuel, and Sayeda, can avoid the pain of student debt through our free education and training program called Career Choice. It’s part of our commitment to invest more than $1.2 billion in skills training programs for employees by 2025.

There’s got to be a catch? Nope! To be eligible to enroll in Career Choice in the U.S. you need to be employed for 90 days as an hourly full-time or part-time employee at Amazon. On top of that, there’s no limit to the number of years you can participate as long as you remain eligible. We’ll pre-pay tuition and even reimburse books and fees up to an annual amount, allowing many participants to earn their degrees and achieve their goals without the crippling debt.

There are three parts to Career Choice to address different career goals:

1. College: Pre-paid tuition for associate degrees, bachelor’s degrees, and certificate programs

2. Pathways: Industry certifications for in-demand roles in tech, healthcare, transportation, mechanical and industrial systems, and more

3. Foundations: English and local language learning, and high school completion and GED programs.
Career Choice also partners with Kaplan for coaching, to help employees achieve career goals no matter where they are in their journey through career coaching, college advising, and specialized career services

Students are able to attend their classes at one of more than 400 education partners around the world, including community colleges, local and national colleges, HBCUs, and other skills training providers. 

Virtual or on-campus options are available depending on the students’ preferences and the specific program. The flexibility to work and go to school is also built into the program, no matter which learning program the participant chooses. We provide a variety of work schedules to meet every participant’s personal situation.

We give a full breakdown of everything you need to know about Career Choice on our About Amazon blog.",1,1
C01032,random_fortune_sample,90,Ingram Micro Holding,coder2,"Celebrating Ingram Micro Tukey at the HPE Partner Kick Off 2025! Proud to be recognized as HPE Distributor of the Year, HPE Aruba Networking Distributor of the Year, and for our outstanding turnover and reseller network. Thank you for the support! #ingrammicro #ingrammicroturkiye https://t.co/B0Vntz2xWu",1,1
C01241,high_engagement_posts,42,Target,coder2,Pre-order the new Pokémon Snap game for the Nintendo Switch system starting today on https://t.co/5EJJz0HgK7 and receive a free &amp; exclusive Magnetic Photo Frame when it launches on 4/30! Only at Target! https://t.co/Rv77dbwWC7 https://t.co/4EfVJXOYm3,0,0
C00803,classifier_disagreement,52,Lowe's,coder2,Spring has sprung! How are you celebrating the arrival of our favorite season?,1,1
C01260,classifier_disagreement,83,Cisco Systems,coder2,"We set a 10-year goal to positively impact 50 million lives in India by 2025.
Learn how we are empowering communities and transforming lives through our India Cash Grant Program and partnerships with local non-profits like NIIT Foundation and Quest Alliance ➡️ https://t.co/lUgqhKWCgs

#CiscoCDA",0,0
C00625,random_fortune_sample,47,Boeing,coder2,"Welcome to the Boeing family, Air Cambodia!

Announced at #SingaporeAirshow2026, Air Cambodia placed their first and largest single-aisle order for up to 20 737 MAX jets to efficiently expand their reach across Asia.

Release: https://t.co/16hI597JWD https://t.co/5YLkDErPh6",1,1
C01382,classifier_disagreement,1,Amazon,coder2,"Check out our #SummerGameFest page on @amazon for a look at upcoming titles.

On Friday our @Twitch stream will be integrated into the page for the first time, with placement on the https://t.co/KIDjbd2Ozb homepage.

https://t.co/hROvLlv46X",0,0
C01428,random_fortune_sample,92,Uber Technologies,coder2,One thing about me is I am leaving when it’s time to go 👋😁 https://t.co/w2AKntEHLh,1,1
C00956,classifier_disagreement,97,Bristol-Myers Squibb,coder2,Putting patients first strengthens our portfolio across all our therapeutic areas. If you missed VP Martin Crook at #BIO2023 share how we harness innovation to meet challenging global healthcare needs—and you share our vision—learn partnering with us:,0,0
C00462,humor_presence_uncertain,22,Ford Motor,coder2,"RT @FordPerformance: The Ford Ranger is set to compete in the 2024 @Dakar in Saudi Arabia, one of the toughest off-road competitions on Ear…",0,0
C01384,humor_presence_uncertain,100,Massachusetts Mutual Life,coder2,"As part of our commitment to helping all Americans secure their future and protect the ones they love, we have joined @CEOAction as one of over 100+ companies dedicated to ⬆️ access to opportunity and well being for Black Americans nationwide. #CEOAction",0,0
C01451,wendys_transfer_aggressive,71,Delta Air Lines,coder2,"From creating his own films to building the first Black-owned studio in Atlanta, Tyler Perry's impact has been felt throughout the Black community and entertainment as a whole. 

Don't miss a new collection of onboard movies chosen by @tylerperry on your next flight 🎥 https://t.co/xSR25SEwpR",1,1
C00252,random_fortune_sample,85,Charter Communications,coder2,Spectrum News’ Coverage of Local Breaking News and Elections Drove More Than 2.5 Million Daily Households to its Linear and Digital Platforms in May. Learn More: https://t.co/na7f9jPGvU https://t.co/nxhf4EUXFv,0,0
C01116,high_engagement_posts,52,Lowe's,coder2,"Send a message to your team using #RunItBack and #GoBucs, and you might have YOUR Tweet featured on Confetti in the #SBLV Celebration. 🎉 https://t.co/hWeQFb99um",1,1
C00275,humor_presence_uncertain,88,Intel,coder2,"This November, Intel takes Manhattan at the #IntelExperienceStore. Open October 30 through November 30, come experience the future of PC performance. From content creation to esports and anything in between, the Intel Experience Store is your gateway to what’s next. https://t.co/lMN8xk68qm",1,1
C00750,type_uncertain,77,AbbVie,coder2,[Video description: On-screen text reads: “AAN Annual Meeting. 9 total abstracts showcasing our Parkinson’s program.” Featuring dates and times for 5 total posters; 2 oral sessions; 2 late-breaker presentations.],0,0
C00985,type_uncertain,5,Alphabet,coder2,"RT @NewsFromGoogle: We're launching Search profiles, a new way for publishers and creators to shape their presence on Search. Search profil…",0,0
C00852,random_fortune_sample,93,USAA,coder2,"RT @ArmyNavyGame: For the first-time ever, the Army-Navy Game presented by @USAA is headed to overtime. 

#ArmyNavy https://t.co/02QCQ86tcX",0,0
C00496,high_engagement_posts,61,Lockheed Martin,coder2,"🇺🇸@PeteHegseth’s swearing-in as the Secretary of Defense marks a pivotal moment in advancing President Trump’s agenda to rebuild our military strength, defend American interests, and ensure the safety of our nation against all global threats. https://t.co/4GMj20Dmfm",0,0
C00849,type_uncertain,62,New York Life Insurance,coder2,"Enter now for your chance to win the Ultimate Yankees VIP experience! Just submit your own virtual baseball card &amp; you could find yourself watching the @Yankees take batting practice from a specially designated area on the field! https://t.co/n7H9p2Bh0h

#Sweepstakes #GoodAtLife https://t.co/eiGkYMEtSv",1,1
C01390,high_engagement_posts,44,Walt Disney,coder2,"Long before they became legends, Mufasa and the Prince who would come to be known as Scar, became brothers.

#Mufasa: The Lion King, only in theaters December 20. https://t.co/9wcPRelZws",1,1
C00277,type_uncertain,61,Lockheed Martin,coder2,"What’s it like flying at the edge of space?

For U-2 pilots, it’s not just a mission—it’s a mindset. From the pressure suit to the precise hand-flying, every flight demands focus, grit and a passion for pushing limits.🦨✈️ https://t.co/SaVKDrzG9L",1,1
C00667,firm_balanced_sample,24,Citigroup,coder2,"RT @AstonMartinF1: Thanks to @Citi and the World Food Programme, these generous fans who donated to @WFPUSA were selected to join for a beh…",1,1
C01058,wendys_transfer_aggressive,45,Johnson & Johnson,coder2,This @JNJNews event brings together medical professionals and community-based change agents to discuss the disproportionate health impacts that climate change has on vulnerable communities - and the innovative solutions they are leading. https://t.co/8GnLGCit4B,0,0
C00942,firm_balanced_sample,91,General Dynamics,coder2,"Our booth stole the show at AUSA 2022! Look for more of the AbramsX, StrykerX, Stryker Leonidas and TRX Breacher as the vehicles continue to evolve to meet the needs of the @usarmy.

https://t.co/okwFiP4LsN 

#gdatausa #ausa2022 #innovationmode #teamabrams #strykernation https://t.co/D2WJzLohv3",1,1
C01285,type_uncertain,27,Kroger,coder2,Hi there!! Thanks for getting back to us with the information regarding the availability of the Kroger Deluxe Lowfat Watermelon Chocolate Chip Sherbet in your local store. I have looked into this and am happy to say that this has not been discontinued from the warehouse. 1/3 https://t.co/l9yjKyxKeh,1,1
C00804,high_engagement_posts,43,Tesla,coder2,FSD Supervised gives people back their freedom,1,1
C00471,high_engagement_posts,20,Bank of America,coder2,RT @TheMasters: https://t.co/vdU5XorM8k,0,0
C00651,random_fortune_sample,1,Amazon,coder2,@awscloud Check out PartyRock here. https://t.co/WEVoosnkzi,0,0
C00371,high_engagement_posts,43,Tesla,coder2,Fabergé egg of cars,1,1
C00444,wendys_transfer_aggressive,92,Uber Technologies,coder2,Just arrived at #WEF24 and as always there is a lot to discuss. At the top of my list this year is the climate crisis and the electrification of transportation 🧵,0,0
C00109,random_fortune_sample,25,Home Depot,coder2,@m_kate_b Sorry we let you down! Pls send ur order # and contact info to TeamSocial@homedepot.com for assistance. -TeamCare,0,0
C01412,humor_presence_uncertain,95,Liberty Mutual Insurance Group,coder2,@amomsimpression @LibertyMutual A2. I keep everyone on task. Finish one project before moving on to the next. Cleaning up after each project makes things WAY easier! #LetsMasterThis,1,1
C01239,random_fortune_sample,78,Prudential Financial,coder2,"Grammy Museum Experience Prudential Center And Prudential Financial, Inc. Announce Plans For Whitney Houston Mural Downtown Newark

https://t.co/mlktlBf1Ax https://t.co/RqvOEUlyob",0,0
C00013,wendys_transfer_aggressive,31,StoneX Group,coder2,European indices drop 2-3% as traders price out rate cuts. Inflation concerns revived amid surge in energy prices.,0,0
C00350,wendys_transfer_aggressive,87,Tyson Foods,coder2,"RT @Tyson4Chefs: It’s a new school year! Time to rise and shine with the brand your students know and love in fresh Jimmy DeanⓇ chorizo, ma…",1,1
C01324,classifier_disagreement,22,Ford Motor,coder2,Coming soon: More locations to charge your Ford® electric vehicle. Thousands of them. @Tesla   https://t.co/FayrARjD3s https://t.co/CtDEcqvdwu,0,0
C00519,random_fortune_sample,63,Capital One Financial,coder2,"No better day than GAMEDAYYYYYYY

See you tonight 🙂‍↕️

@capitalone https://t.co/CABYLxmYFk",1,1
C00863,humor_presence_uncertain,79,TJX,coder2,"Hey, everyone! @TJMaxx can help you discover what makes you, YOU! Visit https://t.co/EHqziCjZla to learn more! #maxxyouproject #Ad https://t.co/oFm2h95ia1",1,1
C00380,low_engagement_posts,14,Cigna Group,coder2,"New research shows parents in the U.S. still face hurdles in getting mental health care for their teens, and as a result are looking outside of traditional channels for help.

Get the key findings here: https://t.co/VEubUeOnha https://t.co/dzpVroHHFQ",0,0
C00678,wendys_transfer_aggressive,71,Delta Air Lines,coder2,"❓ Are you resuming food and beverage service? 

Yes! Customers flying in Delta One or First Class on select coast-to-coast flights will see hot food options return by June. First Class customers on other key U.S. routes will enjoy fresh boxed meals beginning in early July.",0,0
C01209,type_uncertain,40,Valero Energy,coder2,"Today, let’s celebrate Valero’s 143 women in engineering who are advancing the future of energy through innovation, ingenuity and unmatched execution. #INWED2022 https://t.co/JuFVA9Ut2H",0,0
C00546,classifier_disagreement,15,Cardinal Health,coder2,"We collaborate with groups like @ConnectionsHlth to provide care and increase access to #mentalhealth resources.
 
This week, we joined Gov. Jay Inslee, rep. from @NAMICommunicate and others at a ribbon-cutting ceremony for a new behavioral health crisis center in Kirkland, Wash. https://t.co/0MmfPTN2Wr",0,0
C00356,full_chain_aggressive,38,Wells Fargo,coder2,"Congrats to My Fair Trade Lady, an independently owned shop in Haddon Heights, on being named a recipient of the Flyers Hometown Assist! 

Learn about the Flyers Hometown Assist program presented by @WellsFargo: https://t.co/XW1kwy5LBV https://t.co/cG5Fp8hS8p",1,1
C00043,wendys_transfer_aggressive,11,Microsoft,coder2,"RT @satyanadella: Our Fairwater datacenter in Wisconsin is going live, ahead of schedule.

As the world’s most powerful AI datacenter, it w…",1,1
C00580,random_fortune_sample,49,RTX,coder2,"📰 NEWS: Raytheon introduces MTS-A HD - a new advanced Multispectral Targeting System variant for @USNavy helicopters.

Details: https://t.co/VPupNhCB6i https://t.co/ffY4MesACP",0,0
C00124,humor_presence_uncertain,57,Albertsons,coder2,"Doesn’t that look delicious? (psst, it’s all plant based!) https://t.co/NkvrqZO0RN",1,1
C01168,low_engagement_posts,90,Ingram Micro Holding,coder2,"Cheers! @IngramMicroUK has been named @Microsoft Surface EMEA Distributor of the Year 2024 🏆 for providing outstanding solutions and services in Surface Distribution. A big thank you to our customers, partners, and team who made this happen. #ingrammicro #ingrammicroUK https://t.co/zcI35dhH8z",1,1
C00701,full_chain_aggressive,43,Tesla,coder2,"🚨 My Tesla literally saved my life yesterday. What started as a normal drive turned terrifying fast.

I unintentionally fasted for 17 hours, took some medicine, and had a severe allergic reaction. My body shut down—I passed out while driving on the freeway, mid-conversation with my wife on the phone.

Thank God my Tesla had Full Self-Driving engaged. It detected I lost consciousness (thanks to the driver monitoring system), immediately slowed, activated hazards, and safely pulled over to the shoulder. No crash. No danger to anyone else on the road.

My wife heard me go silent and knew something was wrong. She used @Life360 to alert emergency services—they located me within 5 minutes.

They attended to me enough for me to tell them, 'I don't want to abandon my truck here on the freeway.' So the Tesla autonomously drove me the rest of the way to the ER. I walked in, got admitted, and they stabilized me overnight.

I'm being discharged today—levels back to normal, feeling grateful and alive.

Huge thanks to my incredible wife for staying calm and acting fast, and to @elonmusk @Tesla @tesla for engineering cars that literally protect lives when the driver can't. This isn't just convenience—it's life-saving tech. 🙏⚡❤️",1,1
C01021,full_chain_aggressive,81,United Airlines Holdings,coder2,"Fly to an island that's surrounded by 150 other islands?
Say less.

Flights to Cebu, Philippines from Tokyo/Narita are now taking off daily. https://t.co/4BwUJBKcpm",1,1
C00960,random_fortune_sample,2,Walmart,coder2,Gift so good it opens twice. 🎁 Which pet will your little one hatch? Shop #Hatchimals! #WalmartFinds #TopToys,1,1
C01125,high_engagement_posts,1,Amazon,coder2,"The NBA on Prime schedule for 2025-26 🚨 

Which game are you most looking forward to? 🤔 https://t.co/CVNzpE0NsS",0,0
C00249,humor_presence_uncertain,92,Uber Technologies,coder2,"Uber One for Students is going to get me through college. 🎓 The One Shop is here and it’s for members only.

With an Uber One for Students membership, get $0 Delivery Fee and 10% off eligible deliveries. Get 6% cash back on all Uber rides, and free stuff every day of the week too. Membership is just $4.99 per month or $48 per year and includes a 4-week free trial, plus access to all the exclusive membership perks.

Link in Bio for plan details. #UberOne",1,1
C01232,random_fortune_sample,32,State Farm Insurance,coder2,Happy #NationalPuppyDay to all the pet parents! Here's why it may be important to get your new pup covered with pet insurance. https://t.co/knDA1kdCKu https://t.co/RWo2qriuQx,1,1
C01052,high_engagement_posts,43,Tesla,coder2,Falcon wing doors can squeeze where your body can’t https://t.co/SCIXgkYr4s,1,1
C01220,random_fortune_sample,87,Tyson Foods,coder2,#RaisingExpectations,1,1
C00078,wendys_transfer_aggressive,69,Nationwide,coder2,"It's Aries Season ♈ 

What's your favorite part about being an Aries? 

Nationwide Est. April 14, 1926",1,1
C01377,wendys_transfer_aggressive,71,Delta Air Lines,coder2,Your third @ is taking you on vacation.,1,1
C01352,classifier_disagreement,42,Target,coder2,There is a Target store inside of Area 51 (its where we tweet from),1,1
C00407,humor_presence_uncertain,15,Cardinal Health,coder2,"Our team is at @ASHPOfficial Midyear! Visit us at booth 1639. With the real-world expertise of 1,600 clinicians and pharmacists, we’re building a portfolio of solutions designed to make clinicians’ lives easier. https://t.co/UhnAM9XXAB #ASHP23 https://t.co/edBMmqHPTy",1,1
C00385,full_chain_aggressive,1,Amazon,coder2,".@awscloud is helping @TheOceanCleanup find and remove plastic in the Great Pacific Garbage Patch, thanks to AI and cloud computing. Here's the tech behind the mission. ⬇️

Machine learning models analyze satellite, drone, and sensor data to map where plastic accumulates. Then, our systems help to predict where debris will drift next and optimize cleanup routes in near real-time. AWS also powers data-driven maps that track how plastics move through rivers—accelerating the deployment of river plastic interceptors. The goal? Remove 90% of floating plastic by 2040.

The Ocean Cleanup has already removed 64 million pounds of trash worldwide. AWS tech helps them work even faster and smarter.",0,0
C00694,classifier_disagreement,12,JPMorgan Chase,coder2,J.P. Morgan's Lucia Li on the two digital business models driving growth in the payments landscape. https://t.co/e6qreVhOFM https://t.co/NO4aSufuxq,0,0
C00858,firm_balanced_sample,60,HCA Healthcare,coder2,"HCA Healthcare patient Freddy Vasquez was experiencing kidney failure when his sister, Sonia, volunteered to be his living kidney donor. The clinical experts at @SAHealth210 performed a successful living #kidneytransplant — giving Freddy a second chance at life. #FeelGoodFriday https://t.co/T4yo1kwA1T",0,0
C00320,type_uncertain,98,Coca-Cola,coder2,Trophy Tour GOALS ⚽️🙌,1,1
C00027,full_chain_aggressive,46,PepsiCo,coder2,Black-owned businesses are critical to our communities. We’re working to help more of them thrive with The #PepsiCoFoundation + @NatUrbanLeague Black Restaurant Accelerator. Meet our first participants: https://t.co/F2nmYsDh0q https://t.co/i38AiwqpWn,0,0
C01434,random_fortune_sample,41,Dell Technologies,coder2,"RT @CFBPlayoff: SEE Y’ALL AT CHAMP TAILGATE AT 11 A.M. ‼️

#CFBPlayoff #NationalChampionship https://t.co/Qi9THXEgbv",1,1
C01251,high_engagement_posts,39,Morgan Stanley,coder2,"Today, @SpaceX (Nasdaq: SPCX) makes its public market debut with a $75Bn offering (pre-greenshoe) at $135 per share, marking the largest IPO in history. 

Congratulations to the SpaceX team. We are honored to serve as joint lead bookrunner and sole stabilization agent. https://t.co/R0QkTRwVvF",1,1
C01284,random_fortune_sample,67,Eli Lilly,coder2,"RT @US_FDA: Today, we approved oral tablets to treat adult patients with severe alopecia areata, a disorder that often appears as patchy ba…",0,0
C01180,wendys_transfer_aggressive,43,Tesla,coder2,FSD Supervised sees things you don’t,1,1
C00775,wendys_transfer_aggressive,84,HP,coder2,"✨ Meet the HP OmniBook Ultra.

Just 10.7 mm thin and under 1.3 kg, it redefines productivity and creativity in an ultra-sleek, anodized aluminum chassis built for strength.

At its core: an Ultra-efficient Neural Engine that powers immersive AI performance. Paired with a vivid OLED touchscreen, a compact vapor chamber, and all-day battery life, it delivers cool, smart, and unstoppable energy—helping you go further in the AI era.

Performance never looked so good. https://t.co/e8Io6aTt7R",1,1
C00961,classifier_disagreement,91,General Dynamics,coder2,"On Jan. 15 a volcano erupted, causing widespread damage to Tonga. Aiding in the relief effort is Bath-built USS Sampson (DDG 102), joining ships from other countries to deliver much-needed relief, including food and water. https://t.co/p6sVNJYHTL #BathBuiltinAction",0,0
C01010,wendys_transfer_aggressive,72,Publix Super Markets,coder2,Which Publix product is on your opening ceremony watch-party menu?,1,1
C00621,random_fortune_sample,44,Walt Disney,coder2,"Playtime has a new look

#ToyStory5 is only in theaters June 19 https://t.co/9zT6zjp0YS",1,1
C00172,random_fortune_sample,18,Elevance Health,coder2,"September is #HungerActionMonth, which kicked off our annual Elevance Health Volunteer Days. This year we'll be hosting nearly 100 different #volunteer projects across the country, all of which are aimed at combatting #hunger.",0,0
C00378,classifier_disagreement,10,Cencora,coder2,"Biosimilars are often seen as a simple way to lower personal healthcare costs for providers, patients and customers. 

We look at what experts consider industry best practices for biopharma companies bringing biosimilars to market.
https://t.co/D3AqYElRzU https://t.co/d2xSusqfLa",0,0
C01308,type_uncertain,21,Chevron,coder2,"Our 1Q 2025 call highlighted Chevron’s consistent strategy and financial priorities.

Access the webcast &amp; other $CVX 1Q 2025 materials (including cautionary statement and non-GAAP reconciliation appendix) here: https://t.co/YJ0Owv62oM https://t.co/3t9vURL8P4",0,0
C01075,high_engagement_posts,43,Tesla,coder2,Happy 10 year Anniversary Model 3!,1,1
C01007,wendys_transfer_aggressive,2,Walmart,coder2,"CALLING ALL MY HOT GIRLS, HOT BOYS &amp; HOT DOGS ‼️ Hot Girl Universe just landed at Walmart. Grab your Hot Girl Summer swim now 👙 🩳 🐾 https://t.co/7NudeM3ZGU",1,1
C01246,wendys_transfer_aggressive,89,Enterprise Products Partners,coder2,Make the most of your talents in a fast-paced environment driven by people who strive for achievement. Join us at Enterprise Products. Apply now! https://t.co/iaggJavHqa #TechnicianJobs,1,1
C01344,wendys_transfer_aggressive,32,State Farm Insurance,coder2,The assists from @JakeStateFarm didn’t miss a note at his first NBA Draft. #NBADraft 🎵 #Sweepstakes https://t.co/ugjQD2pNl1,1,1
C01199,classifier_disagreement,46,PepsiCo,coder2,"The Institute for Real Growth hosts an incredible series with some of the most influential leaders in business, and our CEO @ramonlaguarta will be joining on 6/18 at 9AM EST to discuss how we carry out our purpose-driven strategy. Sign up here: https://t.co/l9TPItX9cg https://t.co/Z6qTkiMcqA",0,0
C00686,low_engagement_posts,25,Home Depot,coder2,@hectorrobles78 We'd advise speaking with your leadership team to discuss your options. -TeamCare,0,0
C01127,type_uncertain,61,Lockheed Martin,coder2,"This is a significant step forward for the mission, which aims to map water on the lunar surface and deepen our understanding of the Moon’s resources.",0,0
C00130,humor_presence_uncertain,91,General Dynamics,coder2,"RT @GDMS_C: We’re attending @ModernDayMarine from May 10-12 in Washington, DC! Stop by our stand to learn about our mission-critical Advanc…",0,0
C00895,wendys_transfer_aggressive,35,AT&T,coder2,"I can finally say it! I'm in the @ATT Annihilator Cup. 

Every Thursday in May - starting May 7 at 7PM ET. #attcreator https://t.co/ooyGELQ8SM",1,1
C01378,wendys_transfer_aggressive,69,Nationwide,coder2,CHAMPS 🖤💛,1,1
C00637,random_fortune_sample,53,Energy Transfer,coder2,"166 years ago, Edwin Drake struck oil in PA. The spark that lit an industry in the United sates for generations to come.",1,1
C01473,humor_presence_uncertain,88,Intel,coder2,"Silicon, meet gold. 

Join us in celebrating a Golden Award for Intel Core Ultra Series 3 at COMPUTEX 2026. We're thrilled with this honor and excited by the possibilities that Intel Core Ultra Series 3 brings to consumers, enterprises, robotics, and more.

Learn more: https://t.co/dTTFcFpfoa",1,1
C01161,low_engagement_posts,57,Albertsons,coder2,"@MeoxMix oh no!😩 Which store location are you referring to? We'd like to address this with the Store Director and our Quality Assurance Team right away. Also, at your earliest convenience, please return with your receipt to be issued a refund.",1,1
C00904,classifier_disagreement,22,Ford Motor,coder2,"The Ford F-150® Raptor® R™ meets the Honey Badger. The rest is mastery.   

Racing legend @danielricciardo takes fellow #Ford_Ambassador Madison Ostergren to Raptor Valley for a hands-on, off-road training session in the Ford F-150® Raptor® R™. https://t.co/adGvEZHaS3",1,1
C00032,random_fortune_sample,26,Fannie Mae,coder2,"As U.S. National Homeownership Month ends, we recognize the strength and stability that homeownership brings to families and communities. That's why we remain committed to helping the American Dream of homeownership become a reality for more people. https://t.co/1Ue3IZRtyA",0,0
C00773,low_engagement_posts,90,Ingram Micro Holding,coder2,We kicked off 2026 in style with the grand unveiling of our newly renovated Reception &amp;amp; Center of Excellence (COE) in Singapore. What a way to start the year! #IngramMicro #IngramMicroSingapore https://t.co/0H7ecxbilZ,1,1
C00042,classifier_disagreement,71,Delta Air Lines,coder2,"As we prep for Winter Storm Fern, flight cancellations are impacting airports in North Texas, Oklahoma, Arkansas, Louisiana and Tennessee. Monitor or adjust your travel in the Delta app or on https://t.co/lVlOjYwO0A. https://t.co/ebw2ODQ7Uo",0,0
C00668,classifier_disagreement,12,JPMorgan Chase,coder2,Learn how companies are adopting strategies involving third-party money to capture the promise of e-commerce.,0,0
C00071,random_fortune_sample,27,Kroger,coder2,Kroger is playing the friends theme song,1,1
C00666,random_fortune_sample,24,Citigroup,coder2,"#CitiVolunteers answered the call to service during last month’s Global Community Day campaign, taking actions large and small to meet the needs of their local communities across 80+ countries and territories. Here's to keeping the spirit of GCD alive year-round! https://t.co/ku1L0q3w1S",1,1
C01112,type_uncertain,91,General Dynamics,coder2,"Watch as NASSCO Engineers perform an incline test on the future USNS Harvey Milk (T-AO 206). 
 #NASSCO #NASSCObuilt https://t.co/TBHxEQ5PNH",0,0
C00359,humor_presence_uncertain,83,Cisco Systems,coder2,"What powers #AI at scale? 🎙️Get insights on AI infrastructure, why the network is critical to AI workloads, and what trends matter most right now from the founder of ZK Research, @zkerravala  https://t.co/l05VyN5Fz5 #podcast https://t.co/fZAdBJXm0l",0,0
C00054,full_chain_aggressive,57,Albertsons,coder2,"Purple potatoes –fun mashed potatoes, or good roasted and baked 😋 https://t.co/xPJDoRucAJ",1,1
C01408,humor_presence_uncertain,45,Johnson & Johnson,coder2,"Today marks #WorldAIDSDay. We honor the occasion by standing in solidarity with the global #HIV community, thinking of those we have lost, the 38 million people living with this disease and those at risk of acquiring it. We won’t stop in pursuit of our goal to #makeHIVhistory. https://t.co/ea88ViQxkQ",0,0
C00768,firm_balanced_sample,10,Cencora,coder2,"We are committed to reducing waste through innovative programs. 

In FY22, we launched a medication specials solution, which offers customers access to products nearing their expiration date at a discounted price to reduce supply chain waste.  https://t.co/CgxlJxihOp https://t.co/anUJ7kOOzy",0,0
C01147,firm_balanced_sample,5,Alphabet,coder2,"For over 20 years, we've dedicated ourselves to removing language barriers so people can learn, speak and connect more deeply than ever before.

Today, we’re taking our next step with the release of Gemini 3.5 Live Translate — our latest audio model for live, speech-to-speech translation across 70+ languages. 🧵",0,0
C01186,random_fortune_sample,29,Phillips 66,coder2,"RT @BakerRipley: @Phillips66Co has sponsored our @HouTurkeyTrot since 2013, and we are proud to have them as supporters as we work to creat…",0,0
C00084,random_fortune_sample,58,Archer Daniels Midland,coder2,"Liz Hulsizer, a hardworking fifth generation farmer and an ADM grain origination specialist in Illinois, uses her voice to help farmers make informed decisions about their operation and mental health. She is the featured voice in ADM Advantage this month  https://t.co/VM5OdbQN6m https://t.co/vbuCX6bV2A",0,0
C00259,low_engagement_posts,60,HCA Healthcare,coder2,"This year, the HCA Healthcare Awards of Distinction honored Dr. Jonathan Jacobs, internist at @MenorahMed, as the Frist Humanitarian Award physician recipient. Learn about Dr. Jacobs’ humanitarian spirit and the profound impact he makes: https://t.co/l341eSB8CT. https://t.co/eaUhTNuJoW",0,0
C01132,humor_presence_uncertain,8,McKesson,coder2,"During National Volunteer Week, we are recognizing employees who are volunteering their time to help make a positive impact in the communities where we live, work and serve. Meet this year’s Community Heroes and learn more here: https://t.co/eempsvDxrq #NVW #TeamMcKesson https://t.co/YY0pGvBrMD",1,1
C00771,humor_presence_uncertain,39,Morgan Stanley,coder2,India is on track to become the world’s third largest economy by 2027 thanks to global trends and key investments the country is making in technology and energy. Find out more about India’s impending economic boom. https://t.co/7AfAV7IdgU,0,0
