row_id,source,original_file,company_name,candidate_id,tweet_id,tweet_url,status_id,created_at,text,text_hash,normalized_label,label_name,original_presence_value,original_type_value,label_source_detail,dedupe_key
training_v2_01161,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Oracle,C01174,2030836138194129070,https://x.com/oracle/status/2030836138194129070,2030836138194129070,Mon Mar 09 02:40:41 +0000 2026,"Recent media activity about the Abilene site are false and incorrect. First, Crusoe and Oracle are operating in lockstep to deliver one of the world's largest AI Data centers in Abilene at record-breaking pace. Two buildings are completely operational and the rest of the campus is on track. Second, Oracle has completed leasing for the additional 4.5GW to deliver on our commitments to OpenAI. We continuously evaluate sites around the world to meet the growing demand for OCI by working with great partners and customers all the time. https://t.co/rwuwL1QusC https://t.co/ZJbK257gAv",677711046b7f10a5fed0,0,non-humorous,0,,pending,status_id:2030836138194129070
training_v2_01162,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Progressive,C01175,1888742626859360443,https://x.com/progressive/status/1888742626859360443,1888742626859360443,Mon Feb 10 00:11:48 +0000 2025,"I had legal help me with this one: Who are you rooting for, the Red Helmets or the Green Birds? 🏈",7a0541bb4f437535ade1,1,aggressive,1,1,pending,status_id:1888742626859360443
training_v2_01163,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,PepsiCo,C01176,1572948758781894657,https://x.com/pepsico/status/1572948758781894657,1572948758781894657,Thu Sep 22 13:59:42 +0000 2022,"From brand-led initiatives designed to uplift Hispanic communities to unlocking economic opportunities for Hispanic-owned small businesses, we’re committed to investing in Hispanic people, businesses, and communities: https://t.co/yNMrEXmNfT https://t.co/WmF19Xec8L",ebd3d4b8a94610dfd253,0,non-humorous,0,,pending,status_id:1572948758781894657
training_v2_01164,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,USAA,C01177,1868030324271378767,https://x.com/usaa/status/1868030324271378767,1868030324271378767,Sat Dec 14 20:28:30 +0000 2024,Army predictions: First to the tailgate. Second to sing. #GoArmy #ArmyNavy https://t.co/am8Xcdl9rD,536e71864f30aae52966,2,affiliative,1,2,pending,status_id:1868030324271378767
training_v2_01165,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Home Depot,C01178,819228518919892993,https://x.com/hdcares/status/819228518919892993,819228518919892993,Wed Jan 11 17:04:34 +0000 2017,@HelloHarvi We’d like the chance to address this matter. Pls send details to TeamSocial@homedepot.com for help. –TeamCare,559384d7adb3f25a932c,0,non-humorous,0,,pending,status_id:819228518919892993
training_v2_01166,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,American Airlines Group,C01179,2062534905980989812,https://x.com/americanair/status/2062534905980989812,2062534905980989812,Thu Jun 04 14:00:16 +0000 2026,"⚽ The countdown is on! Spot the American Airlines suitcase in multiple Host Cities this summer, scan to enter and you could win a trip to NYC for the ultimate final match party: 🎟️ Final Party at Edge 🎶 Surprise performance ✈️ Round-trip airfare 🏨 4-night hotel stay Check our Instagram on Friday to see which city we're popping up in first. 👀",bc4773d8a92e8b11a37a,2,affiliative,1,2,pending,status_id:2062534905980989812
training_v2_01167,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Tesla,C01180,1990953527783666181,https://x.com/tesla/status/1990953527783666181,1990953527783666181,Wed Nov 19 01:21:25 +0000 2025,FSD Supervised sees things you don’t,553f006c320cc7de9bce,3,self-enhancing,1,3,pending,status_id:1990953527783666181
training_v2_01168,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Nationwide,C01181,1888021170206724446,https://x.com/nationwide/status/1888021170206724446,1888021170206724446,Sat Feb 08 00:24:59 +0000 2025,Ready to find out how @denzelward is so much more than an athlete? 💪 https://t.co/4cvOchcsqn,ae7bab350c1db3c84943,2,affiliative,1,2,pending,status_id:1888021170206724446
training_v2_01169,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,AT&T,C01182,1915857247399190686,https://x.com/att/status/1915857247399190686,1915857247399190686,Fri Apr 25 19:55:37 +0000 2025,🔥#ATTAnnihilatorCup is back starting 5/1! Thursdays in May… friendships will be tested (@ludwig @loltyler1 💙) - while other alliances may be formed… - https://t.co/zsyZDaDMtm https://t.co/hCDrr0xwd4,ead0c080aaa0eb340ccb,3,self-enhancing,1,3,pending,status_id:1915857247399190686
training_v2_01170,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Publix Super Markets,C01183,1559600879816380418,https://x.com/publix/status/1559600879816380418,1559600879816380418,Tue Aug 16 18:00:00 +0000 2022,It’s the best wurst day ever! #NationalBratwurstDay,c9fd7e663445f51572d1,2,affiliative,1,2,pending,status_id:1559600879816380418
training_v2_01171,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Dell Technologies,C01184,1929176118126346655,https://x.com/dell/status/1929176118126346655,1929176118126346655,Sun Jun 01 14:00:03 +0000 2025,"""This Dell model is my top pick for work and travel."" —@ZDNET The Dell 14 Plus is the ultimate companion for productivity on the go. ✈️ https://t.co/k43lKFwS2R https://t.co/bgw9A87cle",e24f1cf0cdf916d7972b,3,self-enhancing,1,3,pending,status_id:1929176118126346655
training_v2_01172,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Sysco,C01185,1775205877274038449,https://x.com/sysco/status/1775205877274038449,1775205877274038449,Tue Apr 02 16:57:17 +0000 2024,"On March 22, we held an event in Louisville, KY to express our appreciation for the remarkable efforts of the first responders who aided in rescuing our delivery partner from the Clark Memorial Bridge. https://t.co/lOQtfDYSh9",d9ad5b43f565120676b8,2,affiliative,1,2,pending,status_id:1775205877274038449
training_v2_01173,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Phillips 66,C01186,1329087699446218752,https://x.com/phillips66co/status/1329087699446218752,1329087699446218752,Wed Nov 18 15:42:55 +0000 2020,"RT @BakerRipley: @Phillips66Co has sponsored our @HouTurkeyTrot since 2013, and we are proud to have them as supporters as we work to creat…",82d866dbc7adea7e9546,0,non-humorous,0,,pending,status_id:1329087699446218752
training_v2_01174,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,TJX,C01187,702677140811161600,https://x.com/tjmaxx/status/702677140811161600,702677140811161600,Thu Feb 25 02:11:00 +0000 2016,@foxowl7 Our customer service team would like to look into this for you. Please give them a call at 1-800-926-6299 M-F between 9AM-6PM EST.,ff7cb4d21c0e84bdb409,0,non-humorous,0,,pending,status_id:702677140811161600
training_v2_01175,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,AT&T,C01188,2026716100738871774,https://x.com/att/status/2026716100738871774,2026716100738871774,Wed Feb 25 17:49:07 +0000 2026,RT @SamsungMobile: It's go-time! 🤩 Bookmark this megathread for all things #GalaxyUnpacked. Comment #GalaxyAI if you’re feeling the excitem…,3e284d62fd5745001984,2,affiliative,1,2,pending,status_id:2026716100738871774
training_v2_01176,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Intel,C01189,2052864667836649722,https://x.com/intel/status/2052864667836649722,2052864667836649722,Fri May 08 21:34:11 +0000 2026,It was an honor to be shown the awesome @Intel fab in Oregon this week. Looking forward to a great partnership with @SpaceX &amp; @Tesla!,558b2305b363a4c5cc67,2,affiliative,1,2,pending,status_id:2052864667836649722
training_v2_01177,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Microsoft,C01190,1988705896135029206,https://x.com/microsoft/status/1988705896135029206,1988705896135029206,Wed Nov 12 20:30:08 +0000 2025,Let’s settle this.,79898dad0028033a898f,2,affiliative,1,2,pending,status_id:1988705896135029206
training_v2_01178,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Bank of America,C01191,1640399169532641281,https://x.com/bankofamerica/status/1640399169532641281,1640399169532641281,Mon Mar 27 17:03:33 +0000 2023,"Whether in Chicago in October 2023, Boston in April 2024, or at a start line in your local community, we look forward to taking this journey together. See you in 2024! 🏃",f0a976d8069bea34fde9,2,affiliative,1,2,pending,status_id:1640399169532641281
training_v2_01179,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,American Express,C01192,1442956530345594882,https://x.com/americanexpress/status/1442956530345594882,1442956530345594882,Tue Sep 28 20:57:00 +0000 2021,RT @AmexBusiness: Shake up your routine with @ClassPass Founder @PayalKadakia on the next Office Hours! Tune in to hear how she navigated b…,47ba9a41f4aa47031fe3,2,affiliative,1,2,pending,status_id:1442956530345594882
training_v2_01180,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Citigroup,C01193,1829186735739195830,https://x.com/citi/status/1829186735739195830,1829186735739195830,Thu Aug 29 15:57:57 +0000 2024,What happened? Let @alice__tai tell you. We are a proud supporter of Para athletes globally. Visit https://t.co/JBAYUsksDd to learn more. https://t.co/QLvDTr2tKO,d609ce42f1c77b6118d2,3,self-enhancing,1,3,pending,status_id:1829186735739195830
training_v2_01181,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Walt Disney,C01194,1898437297885823429,https://x.com/disney/status/1898437297885823429,1898437297885823429,Sat Mar 08 18:14:57 +0000 2025,"Walt Disney Imagineering shares a new look at the Monsters, Inc. coaster loading area and first-ever vertical lift that will hoist riders in the air like never before as they zoom into the door vault! https://t.co/9Rwf0YtRGX 🚪🎢 #SXSW https://t.co/fnTaDIA6AR",63908d9c46b3d8a85f8b,3,self-enhancing,1,3,pending,status_id:1898437297885823429
training_v2_01182,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Massachusetts Mutual Life,C01195,1534565940616118272,https://x.com/massmutual/status/1534565940616118272,1534565940616118272,Wed Jun 08 16:00:05 +0000 2022,"Meeting with a financial professional doesn't have to be stressful. If you have the right documents and information, a financial professional can help you with your short and long-term financial goals. https://t.co/kkfgPvc1Dx https://t.co/jHAwhk1v9j",ea1bfa5fb471d14cd793,0,non-humorous,0,,pending,status_id:1534565940616118272
training_v2_01183,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Delta Air Lines,C01196,1989050029970190521,https://x.com/delta/status/1989050029970190521,1989050029970190521,Thu Nov 13 19:17:36 +0000 2025,"Planned FAA-directed cancellations are complete through Nov. 14. With minimal ATC constraints, we expect normal operations and are closely monitoring for any potential disruptions. As always, safety remains our top priority.",c59854d9f6e5edacb1b9,0,non-humorous,0,,pending,status_id:1989050029970190521
training_v2_01184,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Enterprise Products Partners,C01197,1682096484576292864,https://x.com/eprod_careers/status/1682096484576292864,1682096484576292864,Thu Jul 20 18:33:48 +0000 2023,"Join the Enterprise Products team, one of Houston’s Top Work Places! Check out our open opportunities here. https://t.co/EYpNiCEg0P #TechnicianJobs",579e0159c2f650df4340,0,non-humorous,0,,pending,status_id:1682096484576292864
training_v2_01185,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Massachusetts Mutual Life,C01198,1454508401829072896,https://x.com/massmutual/status/1454508401829072896,1454508401829072896,Sat Oct 30 18:00:01 +0000 2021,"As they celebrate the season with 🍭 and costumes, financial experts say parents should engage their children in age-appropriate dialogue that can help pave the way for responsible saving and spending habits down the road. Learn how. https://t.co/GH5l59NLeR https://t.co/Oo4Cx2Dhvf",f74acb60cd0927538b6c,0,non-humorous,0,,pending,status_id:1454508401829072896
training_v2_01186,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,PepsiCo,C01199,1403364556165070850,https://x.com/pepsico/status/1403364556165070850,1403364556165070850,Fri Jun 11 14:52:38 +0000 2021,"The Institute for Real Growth hosts an incredible series with some of the most influential leaders in business, and our CEO @ramonlaguarta will be joining on 6/18 at 9AM EST to discuss how we carry out our purpose-driven strategy. Sign up here: https://t.co/l9TPItX9cg https://t.co/Z6qTkiMcqA",8f394778b5418864a5f7,0,non-humorous,0,,pending,status_id:1403364556165070850
training_v2_01187,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Sysco,C01200,1565033689750589440,https://x.com/sysco/status/1565033689750589440,1565033689750589440,Wed Aug 31 17:48:03 +0000 2022,"Meet Eastern Wisconsin’s Inbound receiver Guy, who's been with Sysco for 12 years where he started as an Outbound Selector &amp; found his home as an Inbound receiver. In Guy’s free time he plays in a Metal Rock Band, so if you love to rock, call on Guy! https://t.co/sUXEHcShpn",b00bc4fb9748110123ab,3,self-enhancing,1,3,pending,status_id:1565033689750589440
training_v2_01188,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Albertsons,C01201,1087443235042091015,https://x.com/albertsons/status/1087443235042091015,1087443235042091015,Mon Jan 21 20:14:05 +0000 2019,"Today, we are celebrating Martin Luther King Jr. and all his amazing achievements. https://t.co/YBWfANBCzw",050b17b4957596ded3c8,0,non-humorous,0,,pending,status_id:1087443235042091015
training_v2_01189,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Enterprise Products Partners,C01202,1682739769095356416,https://x.com/eprod_careers/status/1682739769095356416,1682739769095356416,Sat Jul 22 13:09:59 +0000 2023,Discover exciting and rewarding ways to apply your talents at Enterprise Products. Click here to find out more! https://t.co/Xm8liWgPMt #TechnicianJobs,c76444ad218d802400da,3,self-enhancing,1,3,pending,status_id:1682739769095356416
training_v2_01190,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Walt Disney,C01203,1900615410703094003,https://x.com/disney/status/1900615410703094003,1900615410703094003,Fri Mar 14 18:30:00 +0000 2025,"Watch @PasekAndPaul and Rachel Zegler reminisce about bringing Disney’s #SnowWhite soundtrack to life ✨ See the film in theaters March 21, and listen to the soundtrack now. Get tickets: https://t.co/SWksDu6V2G https://t.co/nUFobTUKQh",ef85f59aae27d8e4f088,0,non-humorous,0,,pending,status_id:1900615410703094003
training_v2_01191,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Albertsons,C01204,1017103816867524608,https://x.com/albertsons/status/1017103816867524608,1017103816867524608,Wed Jul 11 17:50:21 +0000 2018,"🍉 During grilling season anything is possible to put on the grill, even this juicy watermelon! Pick up watermelon at Albertsons for your grilling festivities! 👉 https://t.co/feHY7MxOBH https://t.co/4mY1KUmgzf",f66dbc140bd698bb019b,3,self-enhancing,1,3,pending,status_id:1017103816867524608
training_v2_01192,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,AbbVie,C01205,1892015738635907279,https://x.com/abbvie/status/1892015738635907279,1892015738635907279,Wed Feb 19 00:57:58 +0000 2025,"[Video description: On-screen text reads, “Oncology News”]",50eaeb57cb646a350840,0,non-humorous,0,,pending,status_id:1892015738635907279
training_v2_01193,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,StoneX Group,C01206,1978955869581664273,https://x.com/stonex_official/status/1978955869581664273,1978955869581664273,Thu Oct 16 22:47:01 +0000 2025,The Canadian Business Barometer long-term index dipped 3.9 points to 46.2 in October 2025.,43647f003fd44350b877,0,non-humorous,0,,pending,status_id:1978955869581664273
training_v2_01194,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Bank of America,C01207,1703863217733214467,https://x.com/bankofamerica/status/1703863217733214467,1703863217733214467,Mon Sep 18 20:07:02 +0000 2023,"Our Better Money Habits® Volunteer Champions provide financial education for everyone. For BMH Champion, Scott Russo, that meant providing resources and financial education to @SpecialOlympics athletes. https://t.co/BV50P9ep6B https://t.co/N4RMAnoOVz",0035cb59bc71a20fc51f,0,non-humorous,0,,pending,status_id:1703863217733214467
training_v2_01195,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Procter & Gamble,C01208,1582830034288803840,https://x.com/proctergamble/status/1582830034288803840,1582830034288803840,Wed Oct 19 20:24:22 +0000 2022,"RT @AthleteAlly: Now announcing our presenters for this year's #ActionAwards — @WNBA's @S10Bird, @ProcterGamble @Gillette's John Claughton,…",3c5f9ba88c6cfdaca407,0,non-humorous,0,,pending,status_id:1582830034288803840
training_v2_01196,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Valero Energy,C01209,1539990871650836482,https://x.com/valeroenergy/status/1539990871650836482,1539990871650836482,Thu Jun 23 15:16:50 +0000 2022,"Today, let’s celebrate Valero’s 143 women in engineering who are advancing the future of energy through innovation, ingenuity and unmatched execution. #INWED2022 https://t.co/JuFVA9Ut2H",ede0810c6eff28ebecc0,0,non-humorous,0,,pending,status_id:1539990871650836482
training_v2_01197,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,FedEx,C01210,1786394542641463652,https://x.com/fedex/status/1786394542641463652,1786394542641463652,Fri May 03 13:57:03 +0000 2024,"Celebrate #AAPIHeritageMonth with us as we recognize some of our Asian American and Pacific Islander team members and small business owners who are supporting, building, and strengthening the FedEx network. https://t.co/Q1Y9DusWgg",6417cb369ca72bfa7641,0,non-humorous,0,,pending,status_id:1786394542641463652
training_v2_01198,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Walt Disney,C01211,1913449853805273569,https://x.com/disney/status/1913449853805273569,1913449853805273569,Sat Apr 19 04:29:29 +0000 2025,The Chosen One has arrived. Hayden Christensen has surprised fans at the Ahsoka Star Wars Celebration panel. https://t.co/bDLW34dByT,101d5dd4b766980c146f,2,affiliative,1,2,pending,status_id:1913449853805273569
training_v2_01199,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,TJX,C01212,773589780412112896,https://x.com/tjmaxx/status/773589780412112896,773589780412112896,Wed Sep 07 18:32:30 +0000 2016,@swiftbaIIerini Thanks for reaching out about this. Please give Customer Service a call at 1-800-926-6299 M-F between 9-6EST.,d7c958ab0e8ca393fc4b,0,non-humorous,0,,pending,status_id:773589780412112896
training_v2_01200,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Enterprise Products Partners,C01213,1681387496972898304,https://x.com/eprod_careers/status/1681387496972898304,1681387496972898304,Tue Jul 18 19:36:32 +0000 2023,"Think you would excel as our next Inland Wheelman – Starting Pay: $600/day – \*Offering $5,000 sign on bonus\*? Consider Enterprise Products as YOUR pipeline for career success! Apply today. https://t.co/y7t5PDbKuy #Wheelman",e86b017b713e93dde4cd,0,non-humorous,0,,pending,status_id:1681387496972898304
training_v2_01201,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,United Airlines Holdings,C01214,1851309103060033795,https://x.com/united/status/1851309103060033795,1851309103060033795,Tue Oct 29 17:04:20 +0000 2024,"Now that we’re flying to Marrakesh, you have to go there. Sorry, we don’t make the rules. The only nonstop flight from the U.S. to Marrakesh, Morocco is now flying 3x weekly from New York/Newark. https://t.co/JuP1DNq1Sk",24d47f1d6de2aaa271a9,4,self-defeating,1,4,pending,status_id:1851309103060033795
training_v2_01202,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Elevance Health,C01215,1426915532712906755,https://x.com/elevancehealth/status/1426915532712906755,1426915532712906755,Sun Aug 15 14:35:48 +0000 2021,"How payers, providers are tackling homelessness &amp; extending care access https://t.co/CeJir2RDQB",fb2b4fc42492b01a16e4,0,non-humorous,0,,pending,status_id:1426915532712906755
training_v2_01203,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Archer Daniels Midland,C01216,1560248196319821825,https://x.com/admupdates/status/1560248196319821825,1560248196319821825,Thu Aug 18 12:52:12 +0000 2022,"Congratulations DJ Rossini, ADM Head of Global Security and Senior Counsel, for recently being named the 2022 FBI Director’s Manuel J. Gonzalez Ethics Award for his commitment to integrity during his time W/@FBIChicago prior to joining #TeamADM.",cbc410d8122939c9b7ea,0,non-humorous,0,,pending,status_id:1560248196319821825
training_v2_01204,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,American Airlines Group,C01217,1843407170601210203,https://x.com/americanair/status/1843407170601210203,1843407170601210203,Mon Oct 07 21:44:52 +0000 2024,We are monitoring the path of #HurricaneMilton and have issued a travel alert allowing customers whose travel plans are affected to rebook without change fees. Visit https://t.co/zKpdygHskR for more information on your flexible travel options. https://t.co/9IEVWNMpBs,36e2635d15f50d6687e5,0,non-humorous,0,,pending,status_id:1843407170601210203
training_v2_01205,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Uber Technologies,C01218,1901671798166458843,https://x.com/uber/status/1901671798166458843,1901671798166458843,Mon Mar 17 16:27:42 +0000 2025,"If you guessed Massachusetts.... 🍀 You're wrong. South Carolina, Illinois &amp; Iowa outdid the rest of the country last year booking 1.5x their daily trips on St. Patrick's Day! Who do you think will go out the most this year? https://t.co/F5C9Hm1ZcA",f1d5adb8fb1faeb2acc1,0,non-humorous,0,,pending,status_id:1901671798166458843
training_v2_01206,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Liberty Mutual Insurance Group,C01219,1219425124790738945,https://x.com/libertymutual/status/1219425124790738945,1219425124790738945,Tue Jan 21 01:03:00 +0000 2020,Raise your hand if you shout appraisals at the TV while watching #AntiquesRoadshow! ✋✋✋ #ProudSponsor,091c2a704fb25569bf13,3,self-enhancing,1,3,pending,status_id:1219425124790738945
training_v2_01207,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Tyson Foods,C01220,1194616240767164423,https://x.com/tysonfoods/status/1194616240767164423,1194616240767164423,Wed Nov 13 14:01:21 +0000 2019,#RaisingExpectations,8df49d7b395b84feae68,2,affiliative,1,2,pending,status_id:1194616240767164423
training_v2_01208,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Bristol-Myers Squibb,C01221,1537148691987025921,https://x.com/bmsnews/status/1537148691987025921,1537148691987025921,Wed Jun 15 19:03:01 +0000 2022,"At #BIO2022, we shared our perspective on leveraging digital innovation to drive breakthroughs for patients. https://t.co/iZZTvrZ5ac",3ddf3aa700865fd04a60,0,non-humorous,0,,pending,status_id:1537148691987025921
training_v2_01209,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Microsoft,C01222,1978930144728215717,https://x.com/microsoft/status/1978930144728215717,1978930144728215717,Thu Oct 16 21:04:47 +0000 2025,"The computer you can talk to is here 🙌 Stay in your flow, brainstorm and get answers - simply by asking. Try Copilot on Windows 11 today: https://t.co/3Tw3YroD2t https://t.co/TqW5kKRtJS",f11e334d74fffbf86b85,3,self-enhancing,1,3,pending,status_id:1978930144728215717
training_v2_01210,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Allstate,C01223,1334897908425121793,https://x.com/allstate/status/1334897908425121793,1334897908425121793,Fri Dec 04 16:30:37 +0000 2020,"Our head coach @coachbriankelly never backs down from a challenge, even if it's from @mikegolicjr ! Coach Kelly is joining the @Allstate #GoodHandsChallenge which donates $10 per flick to college scholarships. Next up @julianlove27 and all @FightingIrish fans! #GoIrish https://t.co/Ij2B7dvMzp",76175358699d371cab7d,3,self-enhancing,1,3,pending,status_id:1334897908425121793
training_v2_01211,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Tesla,C01224,2052358283487273195,https://x.com/tesla/status/2052358283487273195,2052358283487273195,Thu May 07 12:02:00 +0000 2026,"One of Elon's most vocal critics just bought a Cybertruck. Brian Krassenstein, who has spent years publicly clashing with @elonmusk, announced the purchase yesterday. His reason had nothing to do with politics. He has a young family and the Cybertruck is the only pickup truck in America to hold both an IIHS Top Safety Pick+ award and a perfect 5-star NHTSA rating simultaneously. When your fiercest critics are buying your product because the data leaves them no choice, that's a different kind of win.",6687987cdc4dc3fe7e9a,3,self-enhancing,1,3,pending,status_id:2052358283487273195
training_v2_01212,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Cardinal Health,C01225,1620900918622396427,https://x.com/cardinalhealth/status/1620900918622396427,1620900918622396427,Wed Feb 01 21:44:28 +0000 2023,"1 in 5 #Medicare beneficiaries have #diabetes, yet many currently face coverage gaps for continuous glucose monitors. Here’s how we’re advocating for expanding coverage and increasing access across-the-board: https://t.co/8kKK6Jm5tS https://t.co/zsaWMtrwIF",c8f585e07c07417f0cf8,0,non-humorous,0,,pending,status_id:1620900918622396427
training_v2_01213,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Enterprise Products Partners,C01226,1680218951882768385,https://x.com/eprod_careers/status/1680218951882768385,1680218951882768385,Sat Jul 15 14:13:09 +0000 2023,"Think you would excel as our next Inland Wheelman – Starting Pay: $600/day – \*Offering $5,000 sign on bonus\*? Consider Enterprise Products as YOUR pipeline for career success! Apply today. https://t.co/pEkXMuwRDe #MarineServices",d2d35b4d094472446c79,0,non-humorous,0,,pending,status_id:1680218951882768385
training_v2_01214,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Tesla,C01227,2018402303028703447,https://x.com/tesla/status/2018402303028703447,2018402303028703447,Mon Feb 02 19:13:03 +0000 2026,"Dear @elonmusk, My husband and I are in our 70s, and we just bought our first Tesla Model Y and Full Self-Driving. After two weeks it's clear our Model Y is more than a car; it's like a robot companion! It will help us stay independent as we age and are not able to drive ourselves. Thank you for your visionary work in making this possible for humankind. We're so grateful! Warm regards, Vickie (@firecracker1956)",84b7c6d82a76e2d785b0,3,self-enhancing,1,3,pending,status_id:2018402303028703447
training_v2_01215,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Allstate,C01228,1317123186312597506,https://x.com/allstate/status/1317123186312597506,1317123186312597506,Fri Oct 16 15:20:13 +0000 2020,@GoSTL Who knows which song we used in our new commercial about smooth driving? 🎵,2099a607266133bfffc9,3,self-enhancing,1,3,pending,status_id:1317123186312597506
training_v2_01216,current_training_labels,20260618expand/classifier_improvement/data/human_labeling_template/fortune100_human_labeling_template_combined.csv,Enterprise Products Partners,C01229,1680623467304226817,https://x.com/eprod_careers/status/1680623467304226817,1680623467304226817,Sun Jul 16 17:00:33 +0000 2023,Make the most of your talents in a fast-paced environment driven by people who strive for achievement. Join us at Enterprise Products. Apply now! https://t.co/jwdf4BA8ov #AccountantJobs,dbc08b18d6e602d7c7d9,2,affiliative,1,2,pending,status_id:1680623467304226817
