후보_ID,표본_층화,Fortune_순위,회사명,X_계정,트윗_ID,트윗_URL,작성일시,본문,유머_존재여부,유머_유형,배정_코더,검토_상태,총_인게이지먼트,웬디스_유머_존재여부,웬디스_유머_유형,풀체인_유머_존재여부,풀체인_유머_유형,분류기_불일치,신뢰도,메모,검토자_ID
C01287,firm_balanced_sample,88,Intel,@intel,2034328986520543302,https://x.com/intel/status/2034328986520543302,Wed Mar 18 18:00:01 +0000 2026,"#EmbeddedWorld 2026 was a powerful reminder that the future of AI is real-time, open, and built for the edge. Thanks to our partners, customers, and innovators who helped make this week unforgettable. Let’s keep building what’s next. #EW26

Watch the keynote: https://t.co/3vr91iQJZ3",,,coder1,pending,129,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C00670,random_fortune_sample,16,Nvidia,@nvidia,2028918190965694939,https://x.com/nvidia/status/2028918190965694939,Tue Mar 03 19:39:26 +0000 2026,"NVIDIA is partnering with @CoherentCorp to pioneer next-generation silicon photonics to enable AI infrastructure at unprecedented scale, speed, and energy efficiency.
https://t.co/XQuV1v2CKC",,,coder1,pending,179,0,non_humorous,humor,affiliative,1,,,
C01447,type_uncertain,52,Lowe's,@lowes,1402616087171174401,https://x.com/lowes/status/1402616087171174401,Wed Jun 09 13:18:29 +0000 2021,"Picture this: you #LetDadLooseAtLowes for Father's Day. What's he grabbing first? 

No matter what's at the top of his gift list, we've got him covered: https://t.co/CcJ4GkDzZi",,,coder1,pending,25,1,affiliative,non_humor,not_applicable,1,,,
C00159,high_engagement_posts,44,Walt Disney,@Disney,1961796041076040173,https://x.com/Disney/status/1961796041076040173,Sat Aug 30 14:19:59 +0000 2025,"Here's your first look at #DiaryOfAWimpyKid: The Last Straw, coming to @DisneyPlus December 5! #DestinationD23 https://t.co/MIlk9OSuEU",,,coder1,pending,1938,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C01360,humor_presence_uncertain,58,Archer Daniels Midland,@ADMupdates,1547653955391369216,https://x.com/ADMupdates/status/1547653955391369216,Thu Jul 14 18:47:11 +0000 2022,"ADM Cares partnered with @lagosfoodbank for a volunteer community engagement and food donations initiative in the Papa-Asafa community in Lagos, Nigeria.

We are proud to see our global partners and #TeamADM stepping up to make an impact every day. https://t.co/wq5AeasrBo",,,coder1,pending,8,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C00050,random_fortune_sample,89,Enterprise Products Partners,@EProd_Careers,1677450798949883904,https://x.com/EProd_Careers/status/1677450798949883904,Fri Jul 07 22:53:30 +0000 2023,We want to find the right people to drive our success at Enterprise Products. Could that be you? Click here to learn more about joining our team in US. https://t.co/R4oRC6Fr99,,,coder1,pending,0,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C00847,wendys_transfer_aggressive,29,Phillips 66,@Phillips66co,1453013653591142403,https://x.com/Phillips66co/status/1453013653591142403,Tue Oct 26 15:00:25 +0000 2021,"BOO! Take a look at what our team at @76 is brewing up this month. 🎃

Join in on the fun and check out more from 76® brand.",,,coder1,pending,3,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C00687,wendys_transfer_aggressive,20,Bank of America,@bankofamerica,1669367073145847809,https://x.com/bankofamerica/status/1669367073145847809,Thu Jun 15 15:31:40 +0000 2023,"From your original crew to new summer hires, get $10-$20 cash back on eligible monthly payroll service fees as a Preferred Rewards for Business member.",,,coder1,pending,33,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C00421,full_chain_aggressive,30,Marathon Petroleum,@MarathonPetroCo,1996298810742407371,https://x.com/MarathonPetroCo/status/1996298810742407371,Wed Dec 03 19:21:40 +0000 2025,"Our Marathon Pipe Line (MPL) team in Southern California, joined by their families, partnered with the Aquarium of the Pacific and local organizations for the 2025 California Coastal Cleanup. 🌊

Together, 140 volunteers helped remove more than 1,000 pounds of trash along the Long Beach Peninsula, making a visible impact on the shoreline. 🤝

“We were proud to be part of this cleanup effort and represent MPL and Marathon as a whole,” said Kendra Leggette, Sr. Administrative Assistant at MPL in Southern California. “This is our home too, and being able to do this with our local community members and our families makes it even more meaningful.”

#MarathonPetroleum #MPCgives",,,coder1,pending,9,1,affiliative,humor,aggressive,0,,,
C00113,random_fortune_sample,78,Prudential Financial,@Prudential,1585617786377732096,https://x.com/Prudential/status/1585617786377732096,Thu Oct 27 13:01:54 +0000 2022,We’re so proud to join @VLJNJ in recognizing Josh for #CelebrateProBono week. He’s one of many employee volunteers who are making a difference in our communities. #PruTalent,,,coder1,pending,18,1,self-enhancing,ambiguous,ambiguous_or_review,0,,,
C00719,random_fortune_sample,72,Publix Super Markets,@Publix,1583141003875131393,https://x.com/Publix/status/1583141003875131393,Thu Oct 20 17:00:03 +0000 2022,"We're celebrating #AmericanPharmacistsMonth with a look back at our very first Publix Pharmacy, which opened October 30, 1986, in Altamonte Springs, Florida. https://t.co/MCLHxmE1KS",,,coder1,pending,54,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C00885,high_engagement_posts,43,Tesla,@tesla,1985708615773405410,https://x.com/tesla/status/1985708615773405410,Tue Nov 04 14:00:01 +0000 2025,"Tesla shareholders, there are only 2 days left to vote &amp; make your voice heard

Vote with the Board’s recommendations on ALL proposals – we need your support to execute our ambitious vision.

Voting is quick and easy, detailed instructions below
https://t.co/eTLMrahepN",,,coder1,pending,5564,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C01417,humor_presence_uncertain,72,Publix Super Markets,@Publix,1657732497604583427,https://x.com/Publix/status/1657732497604583427,Sun May 14 13:00:01 +0000 2023,Moms deserve the world. They also deserve their favorite #PubSub. Happy Mother’s Day!,,,coder1,pending,129,1,aggressive,non_humor,not_applicable,1,,,
C00743,wendys_transfer_aggressive,43,Tesla,@tesla,1998847904744927662,https://x.com/tesla/status/1998847904744927662,Wed Dec 10 20:10:51 +0000 2025,Drop a pin for your Home or Work location,,,coder1,pending,3340,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C00984,random_fortune_sample,60,HCA Healthcare,@hcahealthcare,1832170822804332758,https://x.com/hcahealthcare/status/1832170822804332758,Fri Sep 06 21:35:38 +0000 2024,"With 105 trauma centers treating more than 176,000 patients annually, HCA Healthcare is proud to leverage real-time data, research and experience to enhance care delivery. Read more on #HCAHealthcareMag: https://t.co/SrtyUr8FPN. https://t.co/B3KgF58ekF",,,coder1,pending,3,0,non_humorous,non_humor,not_applicable,0,,,
C00402,random_fortune_sample,8,McKesson,@mckesson,1773823722601730336,https://x.com/mckesson/status/1773823722601730336,Fri Mar 29 21:25:06 +0000 2024,"In honor of #NationalDoctorsDay on March 30, we celebrate the dedication and expertise of physicians worldwide. Join us in expressing gratitude to doctors like Mark Fleming for their tireless efforts in providing high-quality healthcare. #ThankaDoctor https://t.co/mgiLLJYxKr",,,coder1,pending,7,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C01153,classifier_disagreement,86,American Airlines Group,@AmericanAir,1783828433895600329,https://x.com/AmericanAir/status/1783828433895600329,Fri Apr 26 12:00:15 +0000 2024,"Happy World Pilots’ Day to the more than 15,000 professional aviators of American! Maybe we’re partial, but our pilots are simply the best and go above and beyond to safely and expertly care for our customers on every flight, every day. https://t.co/WWLMw4pZ3G",,,coder1,pending,399,0,non_humorous,humor,self_enhancing,1,,,
C00970,firm_balanced_sample,97,Bristol-Myers Squibb,@bmsnews,1938418857024143822,https://x.com/bmsnews/status/1938418857024143822,Fri Jun 27 02:07:24 +0000 2025,"#MEDIA: @US_FDA  has approved the removal of REMS and streamlined patient monitoring requirements for our #CARTcelltherapies, a landmark update that will help foster increased patient access for this important treatment modality. https://t.co/5Zn8CRxhT3 https://t.co/0SKrUh3zUS",,,coder1,pending,30,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C00012,firm_balanced_sample,95,Liberty Mutual Insurance Group,@LibertyMutual,1111742329948438528,https://x.com/LibertyMutual/status/1111742329948438528,Fri Mar 29 21:30:01 +0000 2019,"Meet the biggest thing to hit insurance since collision coverage: LiMu Emu and Doug. Saving people from overpaying for insurance, one customized policy at a time. https://t.co/uAGS85e7d9",,,coder1,pending,29,1,self-enhancing,ambiguous,ambiguous_or_review,0,,,
C00716,humor_presence_uncertain,58,Archer Daniels Midland,@ADMupdates,1392849154913849346,https://x.com/ADMupdates/status/1392849154913849346,Thu May 13 14:28:11 +0000 2021,"#TeamADM has once again been recognized for its unparalleled commitment science-baked, innovative solutions by earning the 2021 NutraIngredients Editor’s Choice Award for Functional Food Innovation. Read the full story here: https://t.co/xrTGqmzp0Q #NIAwards21 @NutraEurope https://t.co/e8QMcvDSI2",,,coder1,pending,12,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C00955,classifier_disagreement,19,Centene,@centene,1801636092073902372,https://x.com/centene/status/1801636092073902372,Fri Jun 14 15:21:31 +0000 2024,"Centene’s inclusive culture and diverse workforce are key drivers of health equity. Last month, Centene employees gathered for our annual DEI Summit to discuss the impact of diversity, equity, and inclusion on our business and communities. https://t.co/NjdcBcAAEU #Centene https://t.co/eDA7sZ7WmN",,,coder1,pending,9,0,non_humorous,humor,self_enhancing,1,,,
C00474,high_engagement_posts,42,Target,@target,1295694742857101314,https://x.com/target/status/1295694742857101314,Tue Aug 18 12:11:14 +0000 2020,Shout out to all the community managers out there that are having really awkward meetings today with their higher-ups about why they should put their logo on a bean in a video game for $130k lol,,,coder1,pending,87835,1,aggressive,humor,self_defeating,0,,,
C00420,wendys_transfer_aggressive,1,Amazon,@amazon,1748344584344571945,https://x.com/amazon/status/1748344584344571945,Fri Jan 19 14:00:06 +0000 2024,New Year’s Resi: Find someone who looks at you the way your cat looks at Amazon boxes. https://t.co/ob6pYRC1GD,,,coder1,pending,360,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C00592,low_engagement_posts,100,Massachusetts Mutual Life,@massmutual,1391371648419438596,https://x.com/massmutual/status/1391371648419438596,Sun May 09 12:37:06 +0000 2021,"From the day you were born, your mom has been there to nurture, encourage, and support you, no matter what. This #MothersDay, how are you thanking the person who has always looked out for you? #LiveMutual",,,coder1,pending,1,1,affiliative,non_humor,not_applicable,1,,,
C01341,classifier_disagreement,37,Comcast,@comcast,1820901369613599069,https://x.com/comcast/status/1820901369613599069,Tue Aug 06 19:14:51 +0000 2024,"Truly out of this world adventures coming to Universal Epic Universe in 2025 🌟

Five distinct worlds will immerse guests in ways they've never experienced. Learn more about how we're investing in our parks to deliver unique and exciting experiences: https://t.co/QWiKAABG28",,,coder1,pending,10,1,affiliative,non_humor,not_applicable,1,,,
C00414,random_fortune_sample,37,Comcast,@comcast,1874817932636872976,https://x.com/comcast/status/1874817932636872976,Thu Jan 02 14:00:02 +0000 2025,"America runs on WiFi, not cellular. We've built our world-class Xfinity network to ensure our customers are connected to fast, reliable WiFi – in and out of the home.",,,coder1,pending,12,1,affiliative,humor,self_enhancing,0,,,
C00873,high_engagement_posts,44,Walt Disney,@Disney,1995758624275345637,https://x.com/Disney/status/1995758624275345637,Tue Dec 02 07:35:10 +0000 2025,Billie Eilish celebrates Avatar: Fire and Ash with Director James Cameron and Suzy Amis Cameron at the world premiere in Hollywood. https://t.co/F0W6eaicrg,,,coder1,pending,1862,1,affiliative,humor,affiliative,0,,,
C00740,random_fortune_sample,21,Chevron,@chevron,2017311659971543312,https://x.com/chevron/status/2017311659971543312,Fri Jan 30 18:59:14 +0000 2026,"Mike Wirth, $CVX CEO, on our 4Q 2025 results. 
 
$CVX 4Q 2025 materials (including cautionary statements and non-GAAP reconciliation appendix) here: https://t.co/47b9MqbND8 https://t.co/omrRfRuLNb",,,coder1,pending,23,0,non_humorous,non_humor,not_applicable,0,,,
C00949,low_engagement_posts,25,Home Depot,@HDCares,802201923352985600,https://x.com/HDCares/status/802201923352985600,Fri Nov 25 17:26:57 +0000 2016,@NOvieraLE Price adjustments are @ store's discretion. Pls contact store mgmt for a consensus.-TeamCare,,,coder1,pending,0,0,non_humorous,non_humor,not_applicable,0,,,
C00654,random_fortune_sample,11,Microsoft,@microsoft,2048829906478682304,https://x.com/microsoft/status/2048829906478682304,Mon Apr 27 18:21:29 +0000 2026,"Super to see Accenture roll out 740,000+ M365 Copilot seats—our largest deployment to date!
https://t.co/4sIMBwcRAV",,,coder1,pending,3467,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C00129,wendys_transfer_aggressive,56,American Express,@americanexpress,1464581629691760643,https://x.com/americanexpress/status/1464581629691760643,Sat Nov 27 13:07:25 +0000 2021,"Here's everything you need to know about shopping small this Small Business Saturday.
https://t.co/G8tSme24N9",,,coder1,pending,40,1,aggressive,non_humor,not_applicable,1,,,
C00691,high_engagement_posts,22,Ford Motor,@Ford,1577837778125176832,https://x.com/Ford/status/1577837778125176832,Thu Oct 06 01:46:55 +0000 2022,"#FordMustang was born to race. Introducing the all-new 2023 #Mustang GT ‘Gen3’ Supercar, powered by a 600+HP @Ford Coyote V8 production-based engine. See you on the track in 2023! 🏁 #MustangRacing https://t.co/dW67hhYSXj",,,coder1,pending,1610,0,non_humorous,non_humor,not_applicable,0,,,
C01098,firm_balanced_sample,51,Progressive,@progressive,1933602409521295667,https://x.com/progressive/status/1933602409521295667,Fri Jun 13 19:08:33 +0000 2025,"RT @Superman: On July 11, the entire world will look up.  Get tickets now for #Superman -Only In Theaters and @Imax https://t.co/Bo4DiDHkVJ…",,,coder1,pending,4395,0,non_humorous,humor,affiliative,1,,,
C00395,wendys_transfer_aggressive,21,Chevron,@chevron,1940841379690959358,https://x.com/chevron/status/1940841379690959358,Thu Jul 03 18:33:38 +0000 2025,"The correct answer is 5 steps. Gasoline starts deep underground and travels through oil wells, refineries, and distribution systems before reaching the pump. 🚗 Discover more surprising facts about the fuel behind your summer road trip: https://t.co/0fVDqS9buZ",,,coder1,pending,32,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C01401,random_fortune_sample,99,Nike,@nike,2058491751988367514,https://x.com/nike/status/2058491751988367514,Sun May 24 10:14:13 +0000 2026,"Strength is found in diversity. Patta and Nike reimagine Dutch football through the spirit of the New Netherlands.

X2: NIKE ’26 COLLAB KITS. EARLY ACCESS AVAILABLE AT PATTA &amp; @ OnsOranje

COMING TO SNKRS AND SELECT RETAILERS THIS SUMMER https://t.co/qMFuAfMxO0",,,coder1,pending,2285,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C00038,random_fortune_sample,83,Cisco Systems,@Cisco,2044326864391467410,https://x.com/Cisco/status/2044326864391467410,Wed Apr 15 08:08:00 +0000 2026,"Faster response. More precise location. Better outcomes when it matters most. Learn how emergency services are using real time intelligence to save lives, with insight from Iron Bow CTO, Greg Stemberger ➡️ https://t.co/MzG8q9XT2m https://t.co/8uVY1VBTRi",,,coder1,pending,39,0,non_humorous,non_humor,not_applicable,0,,,
C00081,random_fortune_sample,29,Phillips 66,@Phillips66co,1403439734316318720,https://x.com/Phillips66co/status/1403439734316318720,Fri Jun 11 19:51:21 +0000 2021,"We definitely felt the #GoodEnergy yesterday at our volunteer event with @Phillips66co!❤️🤗We are so grateful to the #P66 employees that spent their afternoon assembling 5,000 Child ID Kits that will be distributed at back-to-school and community events this year. #thankyou https://t.co/wh7mTDzgdd",,,coder1,pending,2,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C00840,low_engagement_posts,25,Home Depot,@HDCares,750355057279983617,https://x.com/HDCares/status/750355057279983617,Tue Jul 05 15:46:01 +0000 2016,@DaPeters217 Did you notice this within the first 48 hours from install? -TeamCare https://t.co/tkRI18DyqB,,,coder1,pending,0,1,affiliative,non_humor,not_applicable,1,,,
C00373,humor_presence_uncertain,51,Progressive,@progressive,1848378828642791750,https://x.com/progressive/status/1848378828642791750,Mon Oct 21 15:00:28 +0000 2024,"No matter how you’re doing, Progressive has your back. 
@ColtMcCoy https://t.co/IVyTieSMjn",,,coder1,pending,34,0,non_humorous,non_humor,not_applicable,0,,,
C00239,full_chain_aggressive,85,Charter Communications,@CharterNewsroom,2045174224000578050,https://x.com/CharterNewsroom/status/2045174224000578050,Fri Apr 17 16:15:07 +0000 2026,"Moving doesn’t have to be hard. At West Point Park Apartments in Florida, Spectrum’s bulk services agreement means fast WiFi and cable setup before the first moving box hits the floor. 

Work from home that day and stream your favorite shows at night. That simple. 

#Spectrum https://t.co/VbDApTP67D",,,coder1,pending,3,1,affiliative,humor,aggressive,0,,,
C01216,wendys_transfer_aggressive,58,Archer Daniels Midland,@ADMupdates,1560248196319821825,https://x.com/ADMupdates/status/1560248196319821825,Thu Aug 18 12:52:12 +0000 2022,"Congratulations DJ Rossini, ADM Head of Global Security and Senior Counsel, for recently being named the 2022 FBI Director’s Manuel J. Gonzalez Ethics Award for his commitment to integrity during his time W/@FBIChicago prior to joining #TeamADM.",,,coder1,pending,5,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C01146,classifier_disagreement,43,Tesla,@tesla,2041751061531390171,https://x.com/tesla/status/2041751061531390171,Wed Apr 08 05:32:41 +0000 2026,"Introducing Tesla Self-Driving 14.3: Self-Driving that doesn't waste your time

The most humanlike self-driving you've ever experienced https://t.co/oGeokakWBg",,,coder1,pending,2076,1,aggressive,non_humor,not_applicable,1,,,
C00236,random_fortune_sample,49,RTX,@RTX_News,2062945720311640082,https://x.com/RTX_News/status/2062945720311640082,Fri Jun 05 17:12:42 +0000 2026,"@DeptofWar As mission demands evolve, RTX continues to invest in advanced manufacturing, workforce development and production capacity to help ensure customers have the capabilities they need, when they need them.",,,coder1,pending,4,1,aggressive,ambiguous,ambiguous_or_review,0,,,
C01185,humor_presence_uncertain,55,Sysco,@sysco,1775205877274038449,https://x.com/sysco/status/1775205877274038449,Tue Apr 02 16:57:17 +0000 2024,"On March 22, we held an event in Louisville, KY to express our appreciation for the remarkable efforts of the first responders who aided in rescuing our delivery partner from the Clark Memorial Bridge. https://t.co/lOQtfDYSh9",,,coder1,pending,20,1,affiliative,humor,self_enhancing,0,,,
C01013,humor_presence_uncertain,27,Kroger,@kroger,1412048683194011651,https://x.com/kroger/status/1412048683194011651,Mon Jul 05 14:00:15 +0000 2021,"Ever wondered what a day in the life of a produce manager is like 🧐 Let Beth, our Head of Fresh from Las Vegas, NV tell you all about it &amp; click https://t.co/NdJPPXEqix to shop our fresh produce! https://t.co/s0BsECJI4u",,,coder1,pending,12,0,non_humorous,non_humor,not_applicable,0,,,
C01388,humor_presence_uncertain,25,Home Depot,@HDCares,780908274027786240,https://x.com/HDCares/status/780908274027786240,Tue Sep 27 23:13:35 +0000 2016,@crsofr We'd like further insight regarding ur visit @ Castleton. Send add’l details/contact info to TeamSocial@homedepot.com. -TeamCare,,,coder1,pending,0,0,non_humorous,non_humor,not_applicable,0,,,
C00792,classifier_disagreement,100,Massachusetts Mutual Life,@massmutual,1422920306033836037,https://x.com/massmutual/status/1422920306033836037,Wed Aug 04 14:00:12 +0000 2021,"Every 7 seconds an American suffers from a disabling injury or illness. Let us help you plan ahead in case the worst happens. 

Talk to us about disability income insurance today, feel comfortable about tomorrow. https://t.co/FyYcyqNwHw",,,coder1,pending,7,1,affiliative,non_humor,not_applicable,1,,,
C00565,firm_balanced_sample,80,Performance Food Group,@PFGCareers,649970920069689345,https://x.com/PFGCareers/status/649970920069689345,Fri Oct 02 15:35:17 +0000 2015,Performance Food Group Company (NYSE: $PFGC) rang the Opening Bell to celebrate their recent listing http://t.co/DxEq4NOn2g,,,coder1,pending,27,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C00760,classifier_disagreement,11,Microsoft,@microsoft,1904965993753186406,https://x.com/microsoft/status/1904965993753186406,Wed Mar 26 18:37:40 +0000 2025,RT @satyanadella: Our Researcher and Analyst agents are like having a highly skilled expert on call for you 24/7 across your work data and…,,,coder1,pending,196,1,affiliative,non_humor,not_applicable,1,,,
C01166,full_chain_aggressive,27,Kroger,@kroger,1159132317300002817,https://x.com/kroger/status/1159132317300002817,Wed Aug 07 16:00:54 +0000 2019,"Ready to make something #TastyTonight? 😍 Take the delicious flavors of buffalo dip, provolone and oven-roasted turkey, and roll them into a family-sized Buffalo Sandwich Roll for everyone to enjoy! @tasty https://t.co/5EaYv4X5aN https://t.co/6IlYL8D4Px",,,coder1,pending,19,0,non_humorous,humor,aggressive,1,,,
C01238,random_fortune_sample,45,Johnson & Johnson,@JNJNews,1354040224515551232,https://x.com/JNJNews/status/1354040224515551232,Tue Jan 26 12:15:21 +0000 2021,$JNJ reports Q4 2020 and full-year performance results. See the release for full financial details and non-GAAP reconciliations: https://t.co/oiAcclISNR #earnings https://t.co/mP9sEWsVQU,,,coder1,pending,68,0,non_humorous,non_humor,not_applicable,0,,,
C01148,random_fortune_sample,37,Comcast,@comcast,1839681408387666227,https://x.com/comcast/status/1839681408387666227,Fri Sep 27 15:00:02 +0000 2024,#TheWildRobotMovie is NOW PLAYING only in theaters! Your task is to get tickets and join Roz in theaters this weekend! 🤖🎟️ https://t.co/PXV4n90Lvc https://t.co/oq0cN0Ap83,,,coder1,pending,1411,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C00090,humor_presence_uncertain,36,Goldman Sachs Group,@GoldmanSachs,1726956479213679034,https://x.com/GoldmanSachs/status/1726956479213679034,Tue Nov 21 13:31:24 +0000 2023,Our Chief China Equity Strategist Kinger Lau explains in this CNBC interview why the risk-reward ratio in Chinese stocks looks attractive as we head into 2024: https://t.co/c8IG3Aieog,,,coder1,pending,38,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C01371,wendys_transfer_aggressive,16,Nvidia,@nvidia,2065464144908713999,https://x.com/nvidia/status/2065464144908713999,Fri Jun 12 16:00:01 +0000 2026,"What if compliance wasn't the reason your AI initiative never made it past the pilot stage? 🔒

NVIDIA AI Enterprise's government-ready software gives teams around the world a secure, production-ready foundation — so they can focus on deploying AI, not managing vulnerabilities. https://t.co/6iGhBhpmSJ",,,coder1,pending,215,1,aggressive,non_humor,not_applicable,1,,,
C00093,full_chain_aggressive,95,Liberty Mutual Insurance Group,@LibertyMutual,1123645005015519232,https://x.com/LibertyMutual/status/1123645005015519232,Wed May 01 17:47:00 +0000 2019,Hope for the best but prepare for the worst. You should always have a plan in place in the event you get into an accident. #LetsMasterThis https://t.co/v16h4exh8m,,,coder1,pending,29,1,affiliative,humor,aggressive,0,,,
C00561,random_fortune_sample,39,Morgan Stanley,@morganstanley,1601637873287151633,https://x.com/morganstanley/status/1601637873287151633,Sat Dec 10 18:00:00 +0000 2022,"Wondering what to give this holiday season? Consider a gift that keeps on giving – contributions to a 529 plan can help cover future tuition bills, and may provide potential tax benefits for the gift giver. https://t.co/tTt7Y0DqGY",,,coder1,pending,14,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C01189,high_engagement_posts,88,Intel,@intel,2052864667836649722,https://x.com/intel/status/2052864667836649722,Fri May 08 21:34:11 +0000 2026,It was an honor to be shown the awesome @Intel fab in Oregon this week. Looking forward to a great partnership with @SpaceX &amp; @Tesla!,,,coder1,pending,127472,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C01155,wendys_transfer_aggressive,92,Uber Technologies,@Uber,1836061823243882841,https://x.com/Uber/status/1836061823243882841,Tue Sep 17 15:17:05 +0000 2024,"Did you know there are more than 7 million monthly drivers and couriers on the Uber platform around the world? 🚗 Unlike many riders and consumers who pop in and out, the amount of time they spend on the app is measured in hours and days – not minutes. ⌚ New features and app improvements have an outsized impact on their daily lives, and yours as a customer, which is why we must continuously find ways to improve their experience, day in and day out. 

At our 'Only on Uber' event in Washington, DC today, we unveiled important new features designed to help make the things drivers and couriers do every day safer, fairer, and easier, adding up to an experience they can find only on Uber. #OnOurWay

More here: https://t.co/88jRTFrvgZ",,,coder1,pending,266,1,aggressive,humor,self_enhancing,0,,,
C00126,low_engagement_posts,89,Enterprise Products Partners,@EProd_Careers,1682410717268545537,https://x.com/EProd_Careers/status/1682410717268545537,Fri Jul 21 15:22:27 +0000 2023,Enterprise Products is an organization rich in energy-related opportunities. Could this one be right for you? Click here to find out. https://t.co/YKvb8wXliW #TechnicianJobs,,,coder1,pending,0,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C00661,humor_presence_uncertain,89,Enterprise Products Partners,@EProd_Careers,1681097627423899648,https://x.com/EProd_Careers/status/1681097627423899648,Tue Jul 18 00:24:42 +0000 2023,Make the most of your talents in a fast-paced environment driven by people who strive for achievement. Join us at Enterprise Products. Apply now! https://t.co/KZP19RHJGJ #TechnicianJobs,,,coder1,pending,0,1,aggressive,non_humor,not_applicable,1,,,
C00221,low_engagement_posts,100,Massachusetts Mutual Life,@massmutual,1209509349355339781,https://x.com/massmutual/status/1209509349355339781,Tue Dec 24 16:21:15 +0000 2019,"@MarketWatch If you guessed the Saturday before Christmas, you'd be correct!",,,coder1,pending,1,1,affiliative,non_humor,not_applicable,1,,,
C01325,full_chain_aggressive,55,Sysco,@sysco,1737865766278758445,https://x.com/sysco/status/1737865766278758445,Thu Dec 21 16:01:01 +0000 2023,"Last month a group of Sysco Culinary Specialists were invited to an exclusive @RealCalifMilk educational experience at the Culinary Institute of America at Copia in Napa, CA! The chefs also enjoyed a tour of the women-owned Point Reyes Farmstead Cheese Company. https://t.co/pQIqNyztfV",,,coder1,pending,15,1,aggressive,humor,aggressive,0,,,
C00629,random_fortune_sample,52,Lowe's,@lowes,1471662466455289859,https://x.com/lowes/status/1471662466455289859,Fri Dec 17 02:04:08 +0000 2021,RT @USA_Network: It's party time on tonight's season finale!! 🎉 🛍 Tweet using #AmericasBigDeal and your tweet may be featured in the show!,,,coder1,pending,1,1,aggressive,humor,affiliative,0,,,
C00976,classifier_disagreement,10,Cencora,@CencoraGlobal,1620826733472616468,https://x.com/CencoraGlobal/status/1620826733472616468,Wed Feb 01 16:49:41 +0000 2023,"We are proud to announce that we are contributing to @ArielInvests Project Black, which will invest in middle-market companies that are not currently minority owned, as well as existing Black-, Latino- and Latina-owned businesses.  

Learn more: https://t.co/LyAym64zRD https://t.co/sxk5zRKQYA",,,coder1,pending,6,1,affiliative,non_humor,not_applicable,1,,,
C00029,random_fortune_sample,50,FedEx,@fedex,1758153872403489004,https://x.com/fedex/status/1758153872403489004,Thu Feb 15 15:38:42 +0000 2024,Found a friend on the route 🐾  @OriginalMurdick https://t.co/9MBIj9O9fe,,,coder1,pending,55,0,non_humorous,ambiguous,ambiguous_or_review,0,,,
C00167,type_uncertain,14,Cigna Group,@TheCignaGroup,1654557926202195970,https://x.com/TheCignaGroup/status/1654557926202195970,Fri May 05 18:45:24 +0000 2023,"Our mission at The Cigna Group is to improve the health and vitality for all we serve. Our environmental, social and governance (ESG) commitments focus our pledge to influence a healthy society, workforce, environment, and company. Learn more here: https://t.co/9UoE3jTXal https://t.co/AtLobRA0cm",,,coder1,pending,0,1,affiliative,ambiguous,ambiguous_or_review,0,,,
C01354,low_engagement_posts,89,Enterprise Products Partners,@EProd_Careers,1683094874462240768,https://x.com/EProd_Careers/status/1683094874462240768,Sun Jul 23 12:41:03 +0000 2023,Think you would excel as our next Inland Tankerman – Pay Range: $310 - $350 (Depending Upon Experience)? Consider Enterprise Products as YOUR pipeline for career success! Apply today. https://t.co/joWoKGy46d #MarineServices,,,coder1,pending,0,1,affiliative,non_humor,not_applicable,1,,,
C00912,low_engagement_posts,89,Enterprise Products Partners,@EProd_Careers,1681462492680323077,https://x.com/EProd_Careers/status/1681462492680323077,Wed Jul 19 00:34:32 +0000 2023,"If you are a highly motivated achiever with a passion for success, we invite you to learn more about Enterprise Products. Apply today! https://t.co/ve7zZJJAhH",,,coder1,pending,0,0,non_humorous,non_humor,not_applicable,0,,,
